id_visualizacao,id_usuario,id_video,data_hora
391,947,4664,2023-03-09 01:39:20
392,772,1740,2023-05-08 14:45:52
393,935,2371,2024-11-25 01:41:30
394,16,1162,2024-05-24 16:47:18
395,583,3347,2023-01-24 05:58:32
396,539,589,2023-10-27 22:10:44
397,902,247,2024-11-04 10:11:18
398,947,1584,2024-03-01 11:43:27
399,792,939,2025-06-03 16:44:36
400,413,2521,2025-01-20 10:51:01
401,984,3985,2022-06-12 22:36:24
402,242,3150,2024-11-29 13:37:48
403,400,930,2024-01-22 09:26:31
404,953,4454,2023-01-06 14:58:27
405,177,4883,2022-08-21 20:26:24
406,875,167,2024-05-01 01:20:10
407,513,2379,2022-11-25 00:32:46
408,831,3641,2025-03-01 18:28:58
409,233,376,2024-02-19 17:11:07
410,354,202,2023-06-29 00:41:53
411,346,1067,2022-10-09 08:58:36
412,884,3008,2023-07-31 00:36:59
413,673,4208,2022-10-05 01:34:01
414,244,1879,2023-01-13 03:54:24
415,25,3706,2023-09-14 16:58:59
416,204,4129,2024-08-15 09:10:12
417,413,1635,2024-03-13 12:25:38
418,782,4367,2023-03-25 16:46:32
419,65,4447,2025-02-20 02:10:48
420,247,641,2024-01-27 09:20:55
421,647,1859,2022-12-05 10:56:17
422,622,1638,2025-01-20 10:26:33
423,964,117,2023-07-03 23:17:10
424,390,4125,2022-07-31 07:57:50
425,674,4450,2023-11-24 12:08:15
426,220,1680,2025-02-08 06:04:55
427,705,4993,2024-03-25 15:49:30
428,898,3073,2025-01-28 13:11:05
429,354,1240,2025-01-23 12:58:12
430,920,1231,2024-10-23 11:30:18
431,664,2189,2023-12-14 06:24:37
432,478,208,2023-11-16 04:25:21
433,524,2718,2023-02-10 17:36:34
434,625,4952,2023-01-27 13:16:12
435,553,1754,2025-01-25 08:29:23
436,173,3202,2024-07-03 20:02:07
437,925,819,2024-10-11 20:08:55
438,484,4584,2024-02-11 18:39:37
439,156,3257,2025-01-29 01:02:08
440,687,3741,2024-11-20 21:35:31
441,843,3925,2023-04-06 18:27:41
442,267,2506,2023-02-19 20:00:03
443,581,2327,2025-01-21 04:15:08
444,892,159,2024-04-07 22:23:44
445,924,225,2022-09-09 22:52:13
446,806,1248,2023-09-28 09:48:37
447,966,2411,2022-12-25 14:28:40
448,882,2681,2024-10-17 06:40:49
449,353,2547,2023-10-11 18:52:41
450,226,3762,2025-02-27 13:06:52
451,867,995,2024-07-18 23:50:31
452,292,3334,2024-06-26 21:19:29
453,326,2740,2023-08-18 17:19:15
454,882,3981,2025-02-17 12:28:40
455,398,4239,2023-01-29 04:07:20
456,345,2955,2024-03-29 07:04:30
457,74,3060,2025-02-25 06:22:22
458,811,485,2024-02-23 10:46:43
459,747,1997,2024-07-28 20:36:55
460,279,1833,2022-11-24 22:17:14
461,40,1892,2022-06-16 05:49:40
462,253,139,2024-12-31 12:45:31
463,820,1527,2024-10-11 08:32:35
464,435,861,2022-06-27 05:07:19
465,121,4638,2023-06-10 06:25:02
466,799,467,2025-05-09 11:27:37
467,377,605,2024-04-29 21:46:27
468,435,3789,2023-03-12 12:00:37
469,816,3026,2022-09-30 04:32:54
470,271,4975,2023-03-08 02:46:27
471,720,59,2024-03-17 00:08:11
472,213,2031,2022-08-31 20:01:07
473,763,1,2023-06-17 02:44:58
474,616,3728,2022-10-12 07:04:29
475,453,2910,2024-08-09 22:26:08
476,797,1244,2023-03-06 13:01:18
477,652,1035,2024-04-21 06:11:16
478,864,3377,2024-09-10 10:18:59
479,649,2772,2025-03-26 03:16:56
480,536,601,2024-12-28 05:15:17
481,963,1502,2025-04-18 20:39:14
482,178,4276,2023-01-05 17:47:10
483,175,4816,2022-12-20 07:32:13
484,856,3616,2022-07-13 14:25:38
485,261,3799,2022-11-19 13:59:56
486,290,2645,2024-06-19 04:07:06
487,904,243,2022-08-24 04:48:17
488,800,3413,2024-04-15 13:22:25
489,138,4024,2024-11-24 23:24:50
490,64,3944,2022-09-27 01:54:16
491,447,979,2023-07-27 19:42:59
492,773,4919,2023-07-23 15:01:50
493,266,4023,2024-06-13 10:39:39
494,374,4561,2025-03-27 07:29:19
495,712,4977,2022-08-31 13:27:58
496,955,3190,2022-10-21 08:21:16
497,225,4131,2023-08-17 21:31:50
498,387,267,2023-06-08 22:48:43
499,983,2772,2024-12-05 22:25:04
500,695,3052,2023-12-18 10:34:38
501,25,3295,2023-11-03 13:39:45
502,232,2822,2024-02-14 19:25:43
503,999,2493,2024-06-06 01:26:55
504,832,4774,2023-07-24 20:50:25
505,102,1182,2023-11-11 19:45:57
506,458,4178,2023-08-19 20:12:26
507,467,2559,2024-03-17 13:02:13
508,986,1895,2022-12-22 18:23:03
509,874,452,2023-10-02 12:08:48
510,562,4004,2023-02-07 19:27:57
511,914,507,2025-05-08 08:56:22
512,572,2611,2023-10-09 02:16:43
513,352,1683,2023-01-13 14:33:22
514,552,1147,2023-12-01 19:03:44
515,740,3773,2025-05-16 17:17:02
516,117,4915,2024-08-16 22:46:18
517,636,1996,2023-10-04 02:49:53
518,897,3402,2025-02-02 20:09:50
519,40,4785,2022-09-18 17:40:02
520,722,2390,2023-07-12 02:14:34
521,82,4434,2023-11-01 12:31:50
522,869,3842,2024-08-13 09:16:26
523,656,2822,2023-10-27 01:27:32
524,611,1480,2024-11-28 13:29:19
525,540,76,2023-06-08 09:25:55
526,227,1760,2022-12-19 02:05:13
527,294,537,2023-12-21 10:55:53
528,627,4429,2023-06-10 05:57:33
529,230,2629,2023-03-08 00:33:25
530,979,1972,2025-01-23 21:52:12
531,649,4632,2023-10-08 13:11:12
532,953,4554,2022-12-05 05:34:00
533,854,2359,2022-11-08 09:47:21
534,410,2684,2023-03-24 16:40:42
535,697,2620,2023-12-10 14:13:29
536,620,1240,2023-04-07 18:39:26
537,538,3482,2024-08-12 22:22:04
538,952,1015,2024-11-04 09:59:36
539,337,2106,2022-06-24 05:22:09
540,458,621,2024-10-19 08:47:41
541,117,142,2023-02-08 15:07:04
542,571,3118,2022-08-05 14:17:12
543,788,1619,2024-06-23 04:23:45
544,195,1321,2024-09-06 10:20:20
545,712,3095,2024-03-26 18:25:03
546,10,3651,2024-10-02 09:41:24
547,782,4255,2023-01-22 00:34:37
548,1,1356,2025-01-13 06:45:04
549,727,637,2022-10-27 14:41:30
550,590,4566,2024-08-01 06:13:39
551,771,3745,2024-10-16 12:37:06
552,233,2338,2023-10-21 22:34:07
553,162,2432,2023-02-18 09:55:00
554,520,4533,2022-07-31 04:39:42
555,832,1006,2025-04-17 09:32:31
556,732,1093,2023-02-10 07:30:23
557,941,101,2025-03-02 06:41:14
558,473,2513,2023-10-14 00:41:06
559,805,845,2024-08-28 21:14:40
560,912,4178,2023-05-04 09:43:14
561,254,1353,2022-06-22 09:24:18
562,689,4299,2024-02-28 16:41:54
563,869,3012,2024-08-24 01:16:48
564,783,4783,2024-07-13 23:23:17
565,884,1874,2023-06-04 08:10:29
566,824,779,2023-10-18 00:56:53
567,284,859,2025-01-11 08:03:57
568,3,228,2024-06-30 11:57:51
569,886,3412,2024-02-08 03:33:52
570,88,3930,2024-03-05 20:42:14
571,562,4271,2022-08-05 17:09:52
572,950,2337,2023-08-04 11:41:55
573,47,3273,2023-04-08 11:16:31
574,5,3813,2025-05-03 20:52:59
575,887,2280,2022-06-06 03:07:33
576,125,20,2024-07-05 15:49:26
577,528,4433,2024-12-12 00:12:22
578,990,1067,2025-02-15 08:45:45
579,580,997,2025-05-19 11:42:01
580,699,4838,2024-09-17 11:32:23
581,567,345,2024-03-16 13:03:58
582,535,2928,2024-09-01 04:38:20
583,95,4438,2023-05-23 09:48:28
584,621,1951,2023-01-26 06:05:18
585,606,722,2022-08-29 00:55:33
586,787,2226,2023-01-05 20:57:51
587,918,4821,2023-06-11 23:43:23
588,522,2541,2023-11-26 11:21:11
589,264,1701,2022-08-28 15:57:34
590,2,1353,2024-08-12 21:49:12
591,328,210,2024-06-13 08:53:16
592,411,4760,2022-10-08 00:45:40
593,48,2756,2023-11-11 07:45:27
594,334,754,2024-05-25 01:43:16
595,639,4936,2022-07-17 17:02:44
596,701,2594,2024-06-01 07:31:58
597,112,2783,2022-11-03 09:38:06
598,136,2008,2023-06-26 08:45:08
599,921,850,2024-11-09 06:10:21
600,563,3196,2025-04-03 17:32:06
601,433,4452,2025-05-19 05:45:34
602,743,4856,2023-11-20 23:20:25
603,588,2597,2024-12-31 14:23:37
604,366,404,2024-12-24 23:30:22
605,713,4889,2024-07-16 17:20:39
606,864,3619,2024-04-15 13:16:37
607,407,1960,2025-02-07 14:41:00
608,719,457,2024-02-29 18:10:36
609,275,594,2022-07-23 14:46:51
610,278,3553,2023-09-02 16:21:07
611,182,2713,2025-01-15 06:28:43
612,841,4637,2023-04-29 04:05:03
613,364,1171,2023-12-24 05:12:27
614,327,1759,2022-12-25 01:47:47
615,930,4228,2023-02-20 13:09:41
616,1,1709,2024-09-13 23:38:47
617,673,230,2025-05-02 19:10:39
618,764,4717,2025-01-26 01:00:38
619,287,3749,2023-02-02 13:39:07
620,714,799,2023-08-01 09:56:54
621,562,1271,2023-08-12 17:20:56
622,716,4748,2024-07-16 06:13:04
623,130,3457,2025-02-21 09:40:54
624,256,2006,2022-10-06 18:12:00
625,723,4056,2022-09-10 10:16:45
626,725,4215,2023-06-05 04:24:03
627,427,3277,2025-03-26 14:43:48
628,632,3554,2024-08-11 01:13:16
629,205,3189,2024-01-05 18:31:09
630,345,1298,2022-11-02 13:50:08
631,33,4325,2024-09-21 23:37:27
632,130,3161,2025-01-18 06:00:53
633,516,219,2024-06-30 03:30:51
634,784,3897,2022-09-10 05:14:26
635,67,1101,2022-08-25 22:21:03
636,856,379,2023-12-02 14:15:28
637,398,2074,2024-09-21 00:00:03
638,267,3970,2023-06-01 18:26:51
639,225,3305,2024-10-02 02:09:01
640,255,3869,2024-10-12 12:58:23
641,626,607,2024-06-16 16:12:23
642,910,2775,2025-05-25 20:21:27
643,217,2049,2023-05-03 20:04:49
644,592,2051,2023-07-25 02:32:43
645,662,3853,2022-11-25 15:02:03
646,259,269,2022-08-04 17:17:54
647,755,4636,2022-06-24 22:11:53
648,16,1463,2024-04-04 05:20:28
649,526,2747,2023-11-04 09:21:37
650,590,2471,2025-05-20 22:02:20
651,919,1098,2022-07-27 02:13:44
652,718,1295,2024-11-17 11:51:07
653,984,1914,2022-09-06 22:02:40
654,810,1088,2022-09-03 12:21:30
655,740,4570,2022-08-18 03:46:33
656,667,121,2025-04-09 03:12:06
657,328,1142,2025-03-07 06:48:02
658,801,4560,2022-06-18 06:07:54
659,403,1412,2023-05-08 10:43:37
660,288,2513,2022-10-15 13:43:58
661,262,1179,2024-04-09 22:35:24
662,787,3535,2024-02-07 19:55:57
663,127,2083,2024-07-12 20:30:00
664,366,3489,2023-02-12 22:11:07
665,909,2014,2025-04-14 15:10:34
666,764,2437,2023-11-09 03:42:11
667,491,1283,2022-09-10 20:28:05
668,845,336,2024-03-20 20:58:54
669,484,3855,2024-06-16 00:46:37
670,289,327,2024-12-07 18:00:48
671,316,2228,2022-11-09 16:16:18
672,224,2128,2022-09-22 13:12:24
673,296,4812,2024-12-10 05:17:11
674,129,1098,2024-05-03 00:36:23
675,472,1792,2023-09-28 12:27:35
676,398,4411,2024-03-04 23:57:24
677,82,3057,2025-03-03 18:14:10
678,745,1760,2023-04-06 15:56:19
679,262,3443,2024-02-16 17:03:05
680,356,3578,2024-06-15 03:42:24
681,679,3777,2025-06-04 17:29:57
682,836,2169,2024-12-16 06:17:22
683,728,4040,2024-03-07 00:42:34
684,187,3099,2023-01-29 21:07:49
685,996,4984,2023-01-01 03:33:12
686,504,4919,2024-07-17 03:51:32
687,147,1216,2024-04-21 20:12:40
688,107,1713,2023-01-04 00:47:51
689,184,2871,2023-04-08 19:43:51
690,859,3966,2023-06-06 20:00:50
691,450,541,2024-05-19 03:34:05
692,426,1048,2025-01-07 07:31:57
693,418,4649,2022-08-10 20:13:40
694,8,3229,2022-11-02 14:08:45
695,476,4793,2023-12-04 16:25:50
696,766,1206,2024-12-22 23:32:01
697,130,2058,2023-01-10 20:04:53
698,554,3392,2023-07-28 07:44:14
699,578,4096,2024-11-05 03:38:57
700,197,4084,2022-12-03 13:21:48
701,86,2384,2023-03-18 03:14:43
702,637,2031,2024-01-11 18:10:28
703,411,132,2025-02-10 01:35:56
