id_pagamento,id_usuario,valor,data_pagamento
295,861,29.9,2023-07-09
296,952,39.9,2025-04-05
297,566,19.9,2023-06-06
298,735,19.9,2023-08-02
299,637,39.9,2023-04-28
300,320,39.9,2022-12-06
301,845,19.9,2024-08-04
302,159,29.9,2023-06-11
303,348,39.9,2025-05-02
304,939,39.9,2023-09-10
305,572,39.9,2023-04-08
306,838,39.9,2023-07-29
307,938,39.9,2022-12-25
308,706,19.9,2024-06-03
309,337,29.9,2024-06-17
310,1,19.9,2023-09-26
311,272,19.9,2025-03-17
312,551,29.9,2023-03-21
313,552,39.9,2022-07-22
314,93,19.9,2023-07-24
315,198,39.9,2023-03-25
316,760,39.9,2023-09-07
317,913,19.9,2024-04-19
318,467,39.9,2023-08-12
319,396,29.9,2024-04-09
320,360,39.9,2023-01-01
321,916,29.9,2025-04-17
322,550,29.9,2022-11-23
323,464,29.9,2024-01-18
324,1000,29.9,2024-03-29
325,27,39.9,2024-12-14
326,825,29.9,2024-12-27
327,137,19.9,2022-10-26
328,304,29.9,2022-12-02
329,293,19.9,2023-02-18
330,290,39.9,2022-09-22
331,392,19.9,2025-01-01
332,979,29.9,2024-04-19
333,210,39.9,2024-05-13
334,841,29.9,2024-09-08
335,993,39.9,2024-12-29
336,527,39.9,2024-08-30
337,227,29.9,2023-12-28
338,739,39.9,2022-06-22
339,746,39.9,2022-09-14
340,431,19.9,2024-01-03
341,651,39.9,2023-11-08
342,730,19.9,2024-06-29
343,977,39.9,2023-01-17
344,134,29.9,2024-12-09
345,998,19.9,2023-03-14
346,741,39.9,2023-02-11
347,918,39.9,2024-09-27
348,246,39.9,2023-09-15
349,241,39.9,2025-02-01
350,160,39.9,2022-06-05
351,511,39.9,2025-01-15
352,268,19.9,2023-01-17
353,594,19.9,2024-10-05
354,80,29.9,2024-08-09
355,354,39.9,2024-01-16
356,553,19.9,2023-11-29
357,897,39.9,2022-11-02
358,159,39.9,2024-10-02
359,477,39.9,2022-08-04
360,890,29.9,2024-05-01
361,990,29.9,2022-07-27
362,629,19.9,2022-10-24
363,610,39.9,2023-02-09
364,671,39.9,2022-08-23
365,774,39.9,2023-12-04
366,951,39.9,2023-09-23
367,553,29.9,2023-09-01
368,114,39.9,2024-06-07
369,682,39.9,2023-07-24
370,288,39.9,2024-07-21
371,15,19.9,2025-03-14
372,753,39.9,2022-11-03
373,845,39.9,2023-11-17
374,79,39.9,2023-06-04
375,430,19.9,2023-06-04
376,77,39.9,2022-10-01
377,493,19.9,2024-10-07
378,806,29.9,2024-06-21
379,123,39.9,2023-01-31
380,709,39.9,2023-04-17
381,562,29.9,2024-11-28
382,558,39.9,2023-02-20
383,940,39.9,2022-07-28
384,552,39.9,2024-03-08
385,870,19.9,2024-02-08
386,275,29.9,2024-04-02
387,206,19.9,2025-05-28
388,678,39.9,2025-01-12
389,949,39.9,2024-03-02
390,199,29.9,2022-08-27
391,962,39.9,2023-01-11
392,585,19.9,2024-10-27
393,920,19.9,2022-09-13
394,907,19.9,2024-12-19
395,291,39.9,2023-10-04
396,94,19.9,2023-10-23
397,658,39.9,2024-10-05
398,603,39.9,2023-08-23
399,800,19.9,2024-06-04
400,922,29.9,2024-07-20
401,675,39.9,2022-06-21
402,922,19.9,2023-12-19
403,338,39.9,2024-10-12
404,244,39.9,2023-02-14
405,319,29.9,2022-11-02
406,444,39.9,2024-09-18
407,682,19.9,2024-05-11
408,359,29.9,2022-08-11
409,264,19.9,2023-12-05
410,967,19.9,2025-04-21
411,580,29.9,2022-06-15
412,812,19.9,2025-02-02
413,269,19.9,2025-04-24
414,708,19.9,2022-06-10
415,298,19.9,2024-06-26
416,575,19.9,2024-08-02
417,414,29.9,2024-12-26
418,229,19.9,2024-08-31
419,208,19.9,2022-11-29
420,180,39.9,2022-06-18
421,254,29.9,2023-05-30
422,985,39.9,2023-09-22
423,49,39.9,2022-09-06
424,658,19.9,2023-07-03
425,214,39.9,2024-07-03
426,784,19.9,2023-07-18
427,731,39.9,2025-03-18
428,612,19.9,2023-08-29
429,614,19.9,2025-03-22
430,282,29.9,2025-02-12
431,322,19.9,2024-12-16
432,985,19.9,2025-03-06
433,671,29.9,2022-10-11
434,813,29.9,2025-05-18
435,73,39.9,2023-10-22
436,541,19.9,2024-01-18
437,709,19.9,2025-01-02
438,514,39.9,2023-06-30
439,867,29.9,2025-03-20
440,105,29.9,2024-03-05
441,618,29.9,2024-11-12
442,147,39.9,2024-01-30
443,674,19.9,2022-10-19
444,173,29.9,2024-03-02
445,171,19.9,2024-03-09
446,746,19.9,2024-10-06
447,118,39.9,2024-07-10
448,650,39.9,2024-05-04
449,770,19.9,2024-04-29
450,5,29.9,2023-05-31
451,831,39.9,2024-04-10
452,387,39.9,2025-05-28
453,742,29.9,2023-05-16
454,496,29.9,2023-11-17
455,861,29.9,2023-01-05
456,197,19.9,2022-09-19
457,906,19.9,2025-04-02
458,508,39.9,2023-08-02
459,409,19.9,2023-09-19
460,459,39.9,2023-02-21
461,635,29.9,2023-06-19
462,474,39.9,2023-01-20
463,928,39.9,2022-11-08
464,635,39.9,2023-04-10
465,537,29.9,2023-03-06
466,956,29.9,2024-09-01
467,484,39.9,2024-06-08
468,110,39.9,2022-06-29
469,183,19.9,2022-09-02
470,448,19.9,2023-06-02
471,2,19.9,2023-09-16
472,452,29.9,2022-12-03
473,893,19.9,2023-05-13
474,365,29.9,2025-05-18
475,826,19.9,2022-08-06
476,104,39.9,2022-12-04
477,510,19.9,2023-08-16
478,402,19.9,2022-06-06
479,349,39.9,2024-11-09
480,421,19.9,2023-05-20
481,841,29.9,2024-03-05
482,973,29.9,2022-10-16
483,361,39.9,2023-02-23
484,439,29.9,2024-08-19
485,807,29.9,2023-08-20
486,650,19.9,2022-11-27
487,578,19.9,2022-06-23
488,778,39.9,2022-10-01
489,556,29.9,2024-05-11
490,772,19.9,2023-10-12
491,885,29.9,2023-04-19
492,414,19.9,2023-05-08
493,587,19.9,2024-07-25
494,636,39.9,2025-04-06
495,535,39.9,2023-05-02
496,266,29.9,2023-03-19
497,926,39.9,2022-12-14
498,196,29.9,2023-02-04
499,476,39.9,2022-07-06
500,786,29.9,2024-01-11
501,528,39.9,2025-03-06
502,512,39.9,2024-09-08
503,464,19.9,2025-03-13
504,610,39.9,2025-05-03
505,79,19.9,2024-08-11
506,558,29.9,2024-08-07
507,761,29.9,2024-06-30
508,638,39.9,2025-05-11
509,829,39.9,2025-03-22
510,64,19.9,2024-08-08
511,143,29.9,2022-07-17
512,755,19.9,2024-05-25
513,611,39.9,2024-10-30
514,377,29.9,2022-12-01
515,892,29.9,2023-08-20
516,324,29.9,2022-10-29
517,379,29.9,2022-09-30
518,198,39.9,2023-02-07
519,173,19.9,2023-11-26
520,83,29.9,2024-04-15
521,553,29.9,2024-11-14
522,125,39.9,2025-05-15
523,495,39.9,2023-12-13
524,215,19.9,2024-11-01
525,630,39.9,2023-05-13
526,722,19.9,2023-12-22
527,761,29.9,2023-11-22
528,743,29.9,2022-09-06
529,476,39.9,2024-11-25
530,265,19.9,2024-06-14
531,388,19.9,2022-08-30
532,499,39.9,2024-05-25
533,609,39.9,2024-06-23
534,905,39.9,2022-08-17
535,279,29.9,2024-05-10
536,232,39.9,2024-11-14
537,534,39.9,2023-03-06
538,131,39.9,2025-01-15
539,131,39.9,2022-06-22
540,13,29.9,2025-06-03
541,986,19.9,2023-11-19
542,628,19.9,2023-08-17
543,236,29.9,2025-03-20
544,935,29.9,2023-11-03
545,174,19.9,2024-09-26
546,870,29.9,2023-11-15
547,433,19.9,2025-04-30
548,37,29.9,2022-11-04
549,88,29.9,2024-01-12
550,858,19.9,2022-11-24
551,521,39.9,2023-11-16
552,254,39.9,2023-08-02
553,801,29.9,2023-04-04
554,643,29.9,2023-08-03
555,290,39.9,2022-08-08
556,809,39.9,2024-09-26
557,837,39.9,2024-08-15
558,641,29.9,2025-03-14
559,406,39.9,2022-08-04
560,645,19.9,2024-05-23
561,682,29.9,2024-12-03
562,268,39.9,2025-01-22
563,68,19.9,2024-05-12
564,624,39.9,2023-11-30
565,979,19.9,2024-11-22
566,291,29.9,2024-02-24
567,624,29.9,2024-03-26
568,913,39.9,2025-01-20
569,601,19.9,2024-03-29
570,879,39.9,2023-05-26
571,316,29.9,2024-10-28
572,949,19.9,2023-05-18
573,791,29.9,2023-06-23
574,567,39.9,2022-06-22
575,595,29.9,2024-11-28
576,559,29.9,2022-12-07
577,773,39.9,2022-08-22
578,654,19.9,2024-09-06
579,529,39.9,2024-08-19
580,192,19.9,2023-10-07
581,26,39.9,2024-05-02
582,95,29.9,2023-01-24
583,620,29.9,2023-10-23
584,833,19.9,2023-09-19
585,143,19.9,2022-07-17
586,309,19.9,2023-10-19
587,10,29.9,2022-11-10
588,343,39.9,2025-05-06
589,522,39.9,2025-05-08
590,94,19.9,2023-02-08
591,875,29.9,2023-05-19
592,209,29.9,2023-08-07
593,464,39.9,2023-03-23
594,2,29.9,2025-01-12
595,593,19.9,2024-01-06
596,190,39.9,2022-07-08
597,1,39.9,2024-01-11
598,429,19.9,2022-08-02
599,494,39.9,2023-04-17
600,820,39.9,2023-01-25
601,35,19.9,2024-02-26
602,834,19.9,2022-10-01
603,668,19.9,2023-04-07
604,969,39.9,2025-05-23
605,423,19.9,2023-10-02
606,331,39.9,2022-12-17
607,727,29.9,2023-02-01
608,106,29.9,2023-05-16
609,79,29.9,2025-01-19
610,286,39.9,2024-05-30
611,26,39.9,2022-06-30
612,519,39.9,2025-01-30
613,625,39.9,2024-01-14
614,766,39.9,2024-11-01
615,649,39.9,2024-07-29
616,284,19.9,2025-04-13
617,579,19.9,2022-07-03
618,205,29.9,2022-06-22
619,689,39.9,2024-07-13
620,151,39.9,2025-02-04
621,539,19.9,2023-07-21
622,659,39.9,2024-02-01
623,494,19.9,2024-01-24
624,681,29.9,2022-10-29
625,712,19.9,2024-05-12
626,42,19.9,2024-11-13
627,36,39.9,2024-03-11
628,633,19.9,2025-03-14
629,911,39.9,2024-10-04
630,965,29.9,2024-05-07
631,999,19.9,2023-02-14
632,796,39.9,2024-12-17
633,831,39.9,2022-12-06
634,233,39.9,2022-06-29
635,823,39.9,2025-05-24
636,447,39.9,2024-08-10
637,168,19.9,2022-06-04
638,439,29.9,2023-03-14
639,690,29.9,2025-01-03
640,151,39.9,2024-05-13
641,489,39.9,2024-03-18
642,264,29.9,2025-03-11
643,950,39.9,2023-10-06
644,634,29.9,2024-06-23
645,699,19.9,2023-12-23
646,590,19.9,2023-08-01
647,247,19.9,2023-10-07
648,933,39.9,2022-11-27
649,610,29.9,2023-07-22
650,79,39.9,2022-12-07
651,821,19.9,2024-03-15
652,660,39.9,2023-11-05
653,302,39.9,2024-03-20
654,918,19.9,2023-09-26
655,638,19.9,2025-03-03
656,970,29.9,2024-10-02
657,375,39.9,2023-02-08
658,510,39.9,2023-05-14
659,427,39.9,2024-07-24
660,401,19.9,2024-04-17
661,434,29.9,2023-09-27
662,795,19.9,2024-08-02
663,337,39.9,2022-09-24
664,86,19.9,2024-08-24
665,433,39.9,2023-02-07
666,507,29.9,2022-09-05
667,404,39.9,2025-04-05
668,297,19.9,2024-12-22
669,767,29.9,2024-06-06
670,485,39.9,2024-10-27
671,175,29.9,2025-05-16
672,256,39.9,2023-11-03
673,724,39.9,2024-04-22
674,848,29.9,2023-01-08
675,835,29.9,2024-11-06
676,223,19.9,2023-11-09
677,545,29.9,2023-06-17
678,678,39.9,2024-07-19
679,449,29.9,2025-05-23
680,493,29.9,2023-06-25
681,718,29.9,2023-02-02
682,446,39.9,2023-11-08
683,329,29.9,2022-11-17
684,82,29.9,2022-11-22
685,73,29.9,2023-03-01
686,914,39.9,2024-11-03
687,199,39.9,2024-12-23
688,121,19.9,2022-07-13
689,17,29.9,2022-10-24
690,426,39.9,2024-08-23
691,638,39.9,2023-10-14
692,243,19.9,2024-05-12
693,507,29.9,2023-01-01
694,510,39.9,2022-09-02
695,203,39.9,2025-03-17
696,471,39.9,2024-07-06
697,501,39.9,2024-04-12
698,938,29.9,2024-05-08
699,794,39.9,2024-08-03
700,640,29.9,2022-10-18
701,841,39.9,2023-02-16
702,759,19.9,2024-02-02
703,515,19.9,2023-01-29
704,485,29.9,2022-09-15
705,643,29.9,2025-03-10
706,129,29.9,2023-05-10
707,299,39.9,2025-02-06
708,274,39.9,2024-09-24
709,708,29.9,2023-07-13
710,516,29.9,2022-09-17
711,824,19.9,2023-02-26
712,357,39.9,2023-02-01
713,248,39.9,2023-02-15
714,634,19.9,2024-07-24
715,295,39.9,2023-06-13
716,840,29.9,2022-08-18
717,841,39.9,2023-02-14
718,308,29.9,2023-09-22
719,575,29.9,2024-04-19
720,355,19.9,2025-05-05
721,957,39.9,2025-03-08
722,388,19.9,2023-08-23
723,833,19.9,2025-02-03
724,843,29.9,2023-03-23
725,939,39.9,2023-06-12
726,60,39.9,2024-03-19
727,394,29.9,2024-10-13
728,920,39.9,2022-10-15
729,325,39.9,2024-06-23
730,403,19.9,2022-10-02
731,560,39.9,2024-06-23
732,275,39.9,2024-09-08
733,466,29.9,2023-11-15
734,645,39.9,2023-09-17
735,79,29.9,2023-09-11
736,953,29.9,2024-11-24
737,394,19.9,2024-12-29
738,276,39.9,2025-03-10
739,247,29.9,2022-11-05
740,981,19.9,2023-10-06
741,627,19.9,2022-11-10
742,607,39.9,2022-12-01
743,669,39.9,2022-06-16
744,507,19.9,2022-11-04
745,716,39.9,2022-06-20
746,998,19.9,2022-06-13
747,635,19.9,2023-11-19
748,828,19.9,2022-11-08
749,869,29.9,2024-12-02
750,435,29.9,2023-04-18
751,183,29.9,2022-08-11
752,788,29.9,2023-07-09
753,86,19.9,2024-08-24
754,194,19.9,2022-09-04
755,560,39.9,2022-08-13
756,497,29.9,2024-06-07
757,425,29.9,2024-03-15
758,119,19.9,2023-03-28
759,357,19.9,2023-12-24
760,54,19.9,2025-02-18
761,712,19.9,2024-08-29
762,755,19.9,2023-03-02
763,37,19.9,2024-06-11
764,66,39.9,2023-07-15
765,633,39.9,2025-01-20
766,766,39.9,2023-03-06
767,798,19.9,2023-06-22
768,780,29.9,2023-09-19
769,574,39.9,2024-11-02
770,451,29.9,2025-04-04
771,73,39.9,2024-07-31
772,703,29.9,2024-02-28
773,495,39.9,2025-02-25
774,677,19.9,2024-06-15
775,293,19.9,2024-06-27
776,495,19.9,2024-10-03
777,25,29.9,2025-02-18
778,858,19.9,2024-02-19
779,800,29.9,2024-09-12
780,351,19.9,2025-03-01
781,429,19.9,2024-01-01
782,903,39.9,2024-08-13
783,657,39.9,2022-12-21
784,670,39.9,2023-12-16
785,414,29.9,2023-04-03
786,216,29.9,2023-11-02
787,109,39.9,2023-10-15
788,658,19.9,2025-02-12
789,691,29.9,2024-05-08
790,378,39.9,2024-02-01
791,402,39.9,2023-05-31
792,595,39.9,2023-01-18
793,98,19.9,2024-11-17
794,936,19.9,2022-12-31
795,620,39.9,2025-04-27
796,823,29.9,2024-01-24
797,47,29.9,2024-12-19
798,413,39.9,2024-05-21
799,542,29.9,2023-09-28
800,221,29.9,2022-12-14
801,223,29.9,2023-08-04
802,614,29.9,2023-02-24
803,914,29.9,2023-03-14
804,5,19.9,2024-12-27
805,574,29.9,2025-01-15
806,546,39.9,2025-04-13
807,958,39.9,2024-02-24
808,472,39.9,2024-07-26
809,606,29.9,2024-11-15
810,649,29.9,2023-08-23
811,744,39.9,2024-05-01
812,334,39.9,2024-09-09
813,649,39.9,2024-10-12
814,291,29.9,2024-05-19
815,973,29.9,2022-08-17
816,899,29.9,2023-01-05
817,271,39.9,2025-01-28
818,144,39.9,2023-03-04
819,173,29.9,2024-07-05
820,116,39.9,2022-10-20
821,82,19.9,2023-11-24
822,46,29.9,2023-09-29
823,518,19.9,2023-04-01
824,480,19.9,2024-08-02
825,844,19.9,2023-05-05
826,985,29.9,2023-07-17
827,427,29.9,2023-12-28
828,81,29.9,2024-07-23
829,547,29.9,2023-08-09
830,366,29.9,2023-04-30
831,544,39.9,2022-12-14
832,759,29.9,2025-03-22
833,922,19.9,2024-05-24
834,437,29.9,2025-03-04
835,614,29.9,2023-05-06
836,518,39.9,2024-07-09
837,892,19.9,2024-04-27
838,564,39.9,2023-10-22
839,599,39.9,2023-12-07
840,521,29.9,2023-11-19
841,897,39.9,2023-09-22
842,196,29.9,2025-05-08
843,525,29.9,2022-06-24
844,114,29.9,2025-01-23
845,173,29.9,2022-10-29
846,63,29.9,2022-12-23
847,240,39.9,2023-11-22
848,206,29.9,2022-07-12
849,364,39.9,2024-04-02
850,161,39.9,2023-12-09
851,468,29.9,2024-07-20
852,191,19.9,2025-02-01
853,769,29.9,2024-06-17
854,102,39.9,2024-01-17
855,275,39.9,2023-01-17
856,642,19.9,2024-05-09
857,12,19.9,2022-12-17
858,393,19.9,2024-06-01
859,837,19.9,2025-04-01
860,928,39.9,2024-06-29
861,502,29.9,2024-12-17
862,677,39.9,2024-11-06
863,747,39.9,2024-06-05
864,375,19.9,2022-06-10
865,531,29.9,2024-03-05
866,355,19.9,2023-01-28
867,178,29.9,2024-11-08
868,297,29.9,2022-07-24
869,182,29.9,2023-08-08
870,633,39.9,2025-03-24
871,564,29.9,2024-05-20
872,168,19.9,2022-06-04
873,928,29.9,2024-01-15
874,767,19.9,2024-12-03
875,173,29.9,2023-04-18
876,800,19.9,2025-02-18
877,306,29.9,2023-08-25
878,23,39.9,2022-10-25
879,330,29.9,2025-01-13
880,241,19.9,2023-09-10
881,739,39.9,2023-04-10
882,686,39.9,2022-08-10
883,39,39.9,2023-11-18
884,769,39.9,2025-01-21
885,374,29.9,2025-02-12
886,61,39.9,2023-04-06
887,729,19.9,2023-05-27
888,639,39.9,2024-09-06
889,222,29.9,2024-02-15
890,6,29.9,2023-09-19
891,265,29.9,2024-05-11
892,138,29.9,2023-11-25
893,51,29.9,2025-03-21
894,95,39.9,2023-02-14
895,35,19.9,2024-10-04
896,729,29.9,2025-05-29
897,831,19.9,2022-06-29
898,574,19.9,2022-08-30
899,88,29.9,2024-11-13
900,510,29.9,2024-02-25
901,451,19.9,2025-05-22
902,787,29.9,2023-07-26
903,418,29.9,2024-03-25
904,639,39.9,2024-06-19
905,413,39.9,2023-08-11
906,451,19.9,2023-05-12
907,979,39.9,2024-07-15
908,721,29.9,2023-03-07
909,552,19.9,2023-05-09
910,85,39.9,2023-11-16
911,656,19.9,2025-02-15
912,507,39.9,2024-11-11
913,48,19.9,2024-12-24
914,953,39.9,2022-09-05
915,727,39.9,2023-09-09
916,596,29.9,2024-07-12
917,60,29.9,2022-12-25
918,177,39.9,2022-07-12
919,698,29.9,2023-12-03
920,255,19.9,2023-12-10
921,98,39.9,2025-05-06
922,949,19.9,2022-12-10
923,937,29.9,2024-10-15
924,910,19.9,2023-10-23
925,353,39.9,2023-04-27
926,196,29.9,2024-07-21
927,43,19.9,2022-08-04
928,492,39.9,2024-08-26
929,166,39.9,2025-01-18
930,708,29.9,2023-09-13
