id_evento,id_usuario,acao,data_hora
108,933,dislike,2022-10-28 04:33:20
109,674,pause,2022-08-20 09:58:38
110,634,like,2022-07-07 14:30:17
111,664,dislike,2024-03-25 15:27:51
112,214,login,2024-02-28 10:43:37
113,500,dislike,2024-12-10 13:45:51
114,142,like,2024-08-01 13:20:51
115,210,dislike,2024-11-30 00:37:18
116,536,dislike,2022-06-08 23:53:24
117,31,like,2025-04-01 09:59:12
118,306,play,2024-01-18 22:05:34
119,456,pause,2023-09-11 18:03:04
120,530,play,2022-08-06 00:55:04
121,858,play,2024-01-19 06:48:59
122,436,play,2024-04-14 17:31:41
123,332,dislike,2024-09-07 12:22:14
124,307,pause,2022-11-12 08:39:39
125,675,pause,2025-03-04 03:40:51
126,808,play,2024-07-17 03:03:10
127,657,like,2022-07-30 10:05:10
128,538,pause,2023-10-31 04:30:56
129,567,dislike,2023-10-02 01:21:42
130,323,login,2022-06-15 09:07:56
131,460,login,2023-05-01 09:37:00
132,575,pause,2023-12-21 00:50:36
133,540,dislike,2023-11-22 01:18:48
134,320,play,2024-07-03 19:38:40
135,521,like,2024-07-14 21:57:03
136,767,dislike,2025-02-26 01:06:46
137,498,play,2022-11-22 11:27:40
138,426,play,2024-12-15 12:37:29
139,647,logout,2024-01-10 03:14:16
140,744,like,2023-06-27 13:26:25
141,251,pause,2023-03-22 06:54:27
142,465,login,2024-07-03 05:14:32
143,401,dislike,2022-06-12 15:19:49
144,824,play,2023-04-12 17:30:12
145,978,logout,2025-01-23 11:13:58
146,387,play,2024-02-26 09:50:43
147,174,login,2022-08-07 17:22:33
148,319,logout,2022-10-19 04:39:02
149,416,login,2025-02-12 11:08:58
150,496,play,2025-01-13 13:04:32
151,10,like,2023-09-30 02:17:13
152,982,play,2025-06-01 04:25:17
153,554,pause,2024-08-05 09:23:13
154,245,login,2023-11-09 09:25:25
155,300,play,2024-08-20 05:45:26
156,900,play,2024-06-02 04:12:28
157,506,logout,2023-05-11 17:21:49
158,594,dislike,2025-02-08 08:17:59
159,247,logout,2022-09-11 15:54:31
160,758,login,2022-11-05 07:24:13
161,395,play,2025-03-01 15:53:22
162,255,dislike,2024-08-22 08:17:42
163,856,play,2023-12-28 18:35:58
164,488,play,2022-10-10 05:16:39
165,701,login,2022-10-26 23:22:41
166,840,logout,2023-10-29 04:28:53
167,662,dislike,2023-10-22 05:50:34
168,520,pause,2025-01-30 13:48:46
169,250,dislike,2023-03-20 17:56:31
170,845,pause,2023-01-30 11:25:55
171,787,login,2023-05-27 23:26:00
172,350,play,2022-10-26 17:31:14
173,374,play,2023-06-09 09:09:20
174,524,like,2024-03-27 17:37:48
175,589,play,2024-04-01 07:50:41
176,849,login,2024-11-14 21:16:04
177,248,like,2022-11-28 02:33:10
178,195,login,2023-01-28 14:12:32
179,414,pause,2023-05-23 04:30:29
180,896,play,2024-04-21 12:03:25
181,2,dislike,2023-04-22 11:59:23
182,535,logout,2024-09-29 09:42:01
183,895,like,2024-04-06 02:33:14
184,986,login,2022-10-09 02:32:22
185,618,pause,2023-05-09 06:01:44
186,145,play,2022-06-27 09:14:49
187,340,play,2025-04-10 13:55:37
188,412,pause,2023-04-14 03:48:31
189,172,logout,2022-11-18 16:45:52
190,537,login,2022-12-16 04:24:30
191,384,login,2022-12-29 20:11:35
192,666,logout,2024-02-08 08:25:18
193,35,pause,2025-06-01 05:18:56
194,830,logout,2022-07-13 13:21:32
195,709,pause,2023-01-22 19:28:47
196,744,like,2022-11-12 01:44:16
197,485,pause,2024-01-13 02:14:02
198,499,play,2023-12-06 16:05:21
199,612,login,2025-02-27 20:46:42
200,122,play,2024-08-11 16:28:00
201,461,logout,2022-06-10 10:24:12
202,873,pause,2023-07-27 11:58:34
203,101,logout,2023-06-17 22:59:57
204,64,play,2023-12-01 20:10:53
205,628,logout,2023-04-12 00:26:42
206,942,login,2023-05-02 03:09:22
207,360,login,2024-06-15 03:17:06
208,787,play,2023-05-16 19:11:12
209,808,login,2024-03-04 19:06:55
210,120,dislike,2022-10-22 07:19:32
211,309,login,2023-04-19 18:02:46
212,371,play,2023-12-11 03:40:13
213,422,like,2023-12-27 14:35:06
214,252,login,2024-03-25 14:30:47
215,198,login,2023-05-29 04:47:51
216,76,dislike,2024-07-11 21:14:25
217,340,logout,2023-11-22 08:11:21
218,294,dislike,2022-07-04 19:39:54
219,732,logout,2023-06-24 20:40:46
220,755,like,2023-07-24 19:48:09
221,345,logout,2025-05-25 11:21:34
222,357,pause,2023-03-18 23:37:29
223,644,login,2025-05-24 03:14:24
224,538,pause,2025-03-01 07:27:19
225,391,play,2024-01-22 17:07:25
226,776,like,2022-08-20 23:22:32
227,490,like,2024-05-04 21:32:50
228,506,logout,2025-01-31 13:10:17
229,680,pause,2023-02-18 07:43:08
230,49,play,2023-07-21 21:27:14
231,788,pause,2023-09-04 03:13:48
232,223,pause,2022-08-05 19:01:22
233,348,like,2025-01-15 18:19:52
234,308,play,2023-10-03 08:41:55
235,528,pause,2023-10-26 19:19:50
236,545,like,2023-12-02 05:54:05
237,74,pause,2022-12-04 00:53:26
238,923,like,2022-11-19 13:58:54
239,861,play,2024-04-16 18:46:07
240,291,login,2024-07-01 20:37:20
241,781,like,2025-03-03 15:00:52
242,763,like,2024-03-13 22:08:40
243,307,login,2024-04-23 04:29:09
244,326,pause,2023-09-09 08:02:20
245,946,play,2024-03-23 09:05:46
246,891,play,2022-08-28 01:54:45
247,849,pause,2024-08-03 16:44:54
248,308,login,2025-04-28 01:48:37
249,168,dislike,2024-08-15 07:08:13
250,749,play,2022-08-09 12:47:15
251,494,logout,2023-06-05 02:59:39
252,87,like,2024-05-28 15:38:31
253,467,like,2025-05-05 16:06:45
254,138,pause,2024-06-08 01:02:53
255,563,like,2025-01-15 21:29:50
256,328,pause,2022-10-27 17:46:21
257,455,login,2023-05-30 14:16:57
258,885,logout,2022-09-09 14:54:11
259,788,dislike,2023-10-20 20:17:48
260,742,play,2024-07-13 20:40:29
261,990,dislike,2022-11-03 22:46:52
262,297,logout,2024-02-24 06:10:03
263,818,dislike,2024-12-20 09:19:16
264,690,play,2023-04-23 18:19:18
265,667,pause,2025-03-08 02:02:02
266,891,pause,2023-06-18 13:58:10
267,879,pause,2024-02-29 19:16:03
268,264,logout,2023-08-07 23:04:20
269,135,play,2022-09-19 17:07:26
270,387,play,2024-11-02 01:43:23
271,210,login,2022-09-19 00:58:12
272,767,like,2023-08-29 05:45:44
273,987,dislike,2022-10-30 02:39:03
274,792,dislike,2023-06-05 01:56:27
275,574,pause,2023-05-20 17:45:55
276,326,logout,2022-07-14 09:37:02
277,851,like,2024-12-08 10:19:31
278,166,play,2023-04-28 17:47:04
279,916,play,2024-05-14 18:47:21
280,824,login,2023-05-13 13:11:41
281,63,pause,2023-06-30 02:53:41
282,897,like,2023-02-27 16:58:41
283,39,like,2024-11-05 13:44:32
284,103,play,2024-08-06 21:09:50
285,44,login,2022-12-10 13:31:01
286,338,login,2023-12-17 14:04:12
287,181,login,2023-01-30 01:43:07
288,62,dislike,2024-11-05 11:01:33
289,376,login,2022-08-18 15:52:53
290,482,dislike,2023-12-12 06:35:00
291,89,play,2024-05-01 01:17:16
292,961,pause,2023-08-09 00:46:54
293,740,logout,2024-05-01 00:20:16
294,173,play,2022-09-21 23:20:05
295,476,dislike,2022-08-16 08:04:39
296,499,login,2024-07-08 01:06:01
297,832,logout,2024-08-02 19:00:19
298,500,dislike,2024-07-25 12:58:57
299,32,logout,2025-03-05 09:27:10
300,265,pause,2023-07-16 22:55:17
301,57,like,2023-10-16 17:59:10
302,206,pause,2025-04-11 05:49:56
303,34,like,2023-12-22 10:28:43
304,295,like,2025-04-20 08:11:34
305,755,play,2024-08-21 23:30:40
306,359,logout,2023-05-09 12:32:59
307,928,dislike,2023-12-31 06:43:09
308,304,pause,2024-05-02 06:10:27
309,197,play,2024-03-06 07:50:57
310,585,play,2023-02-08 12:02:40
311,15,like,2022-09-13 10:08:16
312,268,dislike,2023-09-02 21:21:07
313,244,logout,2022-11-14 06:35:24
314,41,play,2024-10-31 09:11:59
315,948,dislike,2022-12-11 02:32:08
316,155,login,2024-10-19 03:49:56
317,269,login,2023-06-08 17:25:48
318,551,like,2023-03-01 12:22:06
319,273,play,2024-03-04 05:30:09
320,831,dislike,2022-11-13 15:54:40
321,406,like,2022-07-22 17:31:13
322,68,dislike,2023-01-09 04:44:03
323,422,login,2025-04-26 18:15:00
324,112,logout,2023-03-03 21:15:00
325,247,like,2025-03-24 01:44:17
326,630,logout,2022-10-16 23:43:33
327,401,logout,2024-03-15 01:43:20
328,2,login,2023-07-15 18:35:21
329,453,logout,2023-06-29 21:29:28
330,78,play,2023-03-30 02:48:10
331,337,pause,2023-05-27 21:06:11
332,872,pause,2023-08-02 08:26:54
333,927,pause,2024-04-20 05:57:51
334,947,logout,2024-04-24 02:15:08
335,35,logout,2023-10-26 08:01:22
336,692,dislike,2024-12-24 14:50:07
337,20,login,2023-12-30 04:18:39
338,903,play,2025-03-11 16:22:41
339,455,login,2022-08-10 13:19:16
340,343,dislike,2025-03-15 04:13:02
341,368,play,2024-07-05 21:49:36
342,791,pause,2023-06-28 09:02:18
343,277,pause,2023-03-30 16:04:46
344,361,login,2022-12-14 11:43:27
345,795,login,2024-10-15 23:42:10
346,108,logout,2025-05-04 08:21:04
347,870,logout,2022-10-24 14:11:20
348,891,dislike,2024-05-11 22:43:14
349,175,dislike,2024-03-12 19:14:05
350,761,dislike,2022-06-12 03:33:07
351,261,dislike,2024-02-20 06:51:16
352,379,pause,2024-06-21 01:58:18
353,877,login,2024-03-13 00:14:58
354,104,login,2024-06-14 19:23:37
355,370,like,2022-08-30 12:31:25
356,204,pause,2023-09-16 02:50:31
357,464,dislike,2024-01-14 06:34:54
358,31,like,2023-06-23 03:45:17
359,900,pause,2022-10-23 16:05:05
360,414,like,2024-03-15 09:52:30
361,280,like,2023-05-30 16:11:04
362,468,pause,2023-03-30 17:22:35
363,817,login,2024-05-18 07:57:55
364,184,login,2022-08-26 13:57:32
365,537,pause,2023-09-28 14:37:27
366,133,pause,2022-09-02 03:08:16
367,276,play,2024-04-15 02:25:07
368,695,logout,2023-08-10 17:40:30
369,219,dislike,2022-11-09 05:01:50
370,838,dislike,2025-02-18 08:07:36
371,775,like,2022-09-16 19:39:54
372,423,dislike,2023-08-28 00:18:36
373,647,logout,2024-02-01 12:37:22
374,300,logout,2023-06-20 16:38:07
375,8,dislike,2024-10-28 05:29:05
376,654,play,2022-07-29 14:02:22
377,816,like,2025-03-09 21:16:06
378,715,play,2022-12-26 02:14:05
379,600,dislike,2023-12-25 09:58:21
380,456,dislike,2022-07-17 05:01:25
381,386,like,2024-07-18 06:57:17
382,100,login,2024-07-10 11:36:00
383,984,dislike,2023-12-16 03:09:31
384,312,like,2025-02-20 10:48:30
385,91,like,2024-04-27 15:16:49
386,405,play,2022-10-28 07:00:33
387,998,play,2024-09-04 08:54:19
388,169,logout,2024-08-28 06:26:15
389,653,like,2023-06-03 09:57:17
390,45,like,2024-07-05 03:31:57
391,361,logout,2025-02-26 23:40:07
392,787,dislike,2025-05-26 12:11:31
393,450,pause,2022-11-23 17:17:00
394,455,play,2023-04-03 14:02:25
395,757,play,2025-02-20 18:47:57
396,318,like,2024-07-09 11:26:12
397,763,like,2023-09-13 04:00:52
398,679,logout,2024-02-18 23:54:41
399,861,pause,2022-09-24 16:26:31
400,131,dislike,2024-06-05 00:23:53
401,747,play,2025-05-11 03:51:23
402,481,pause,2024-06-26 03:06:10
403,725,pause,2022-10-17 00:10:21
404,164,dislike,2024-12-19 18:16:38
405,129,logout,2025-05-18 14:37:08
406,692,like,2025-03-09 11:33:35
407,315,dislike,2024-04-14 06:26:40
408,531,play,2024-12-31 12:31:44
409,883,logout,2024-11-24 18:26:50
410,614,pause,2024-05-26 17:37:54
411,933,pause,2025-03-15 22:17:21
412,96,pause,2022-08-19 03:18:04
413,610,dislike,2024-08-27 15:42:04
414,592,dislike,2024-09-23 19:59:25
415,170,dislike,2024-04-22 23:08:28
416,759,dislike,2024-05-28 09:52:21
417,695,play,2025-04-06 19:31:45
418,71,like,2022-08-07 01:42:31
419,66,login,2024-08-22 13:53:31
420,4,dislike,2022-06-17 15:06:15
421,515,like,2024-05-05 12:47:20
422,936,play,2024-10-25 22:10:15
423,41,pause,2024-07-23 21:52:40
424,376,login,2024-03-26 17:39:13
425,488,dislike,2025-04-20 20:03:24
426,574,logout,2022-08-30 19:01:19
427,295,pause,2024-01-22 15:58:07
428,520,dislike,2024-03-29 12:06:46
429,862,logout,2022-11-30 01:21:04
430,17,pause,2024-11-23 13:56:36
431,377,logout,2024-09-12 18:24:45
432,405,play,2023-07-30 03:55:31
433,729,login,2022-06-18 20:00:21
434,618,like,2023-12-20 23:39:43
435,548,logout,2024-07-28 11:49:38
436,83,dislike,2024-11-27 21:24:10
437,247,dislike,2024-11-05 01:03:14
438,768,like,2023-04-07 08:26:43
439,139,pause,2025-02-17 08:11:35
440,108,like,2024-04-29 19:51:59
441,573,dislike,2024-09-14 16:30:27
442,661,logout,2023-11-15 07:41:10
443,538,pause,2025-01-09 01:28:27
444,386,play,2024-01-24 04:18:59
445,620,logout,2025-01-10 02:05:50
446,943,pause,2022-10-09 00:17:11
447,306,like,2023-11-07 07:21:00
448,294,pause,2023-10-06 23:13:25
449,284,pause,2024-08-02 18:09:03
450,826,pause,2023-07-01 04:23:31
451,179,login,2024-11-13 17:57:36
452,894,logout,2024-03-21 11:37:26
453,601,dislike,2025-01-14 05:23:12
454,826,dislike,2023-11-22 18:58:25
455,976,login,2023-02-21 14:43:53
456,803,play,2024-09-03 02:29:41
457,510,login,2022-06-28 09:40:58
458,3,pause,2024-02-03 18:03:13
459,985,logout,2025-02-13 11:06:12
460,955,logout,2023-07-11 23:12:22
461,980,login,2023-12-02 05:04:38
462,593,like,2024-11-25 20:35:32
463,633,login,2023-03-27 16:49:13
464,691,logout,2023-10-14 05:17:17
465,532,like,2023-08-23 13:23:15
466,263,logout,2023-03-03 21:45:36
467,400,pause,2023-01-11 19:05:50
468,631,login,2024-06-03 19:42:30
469,310,play,2024-04-01 10:46:54
470,114,dislike,2023-04-16 00:52:57
471,594,login,2024-11-10 17:54:45
472,206,play,2022-09-27 12:01:03
473,727,play,2022-06-07 08:57:29
474,454,pause,2024-01-04 12:14:27
475,61,like,2024-04-12 19:11:33
476,339,dislike,2024-01-06 05:01:00
477,337,play,2024-02-26 21:44:11
478,901,pause,2022-06-28 19:58:21
479,595,like,2023-11-28 00:18:09
480,390,login,2024-03-11 00:45:39
481,645,like,2024-06-14 02:18:11
482,377,play,2025-01-03 20:05:40
483,271,logout,2023-09-03 15:31:33
484,31,play,2023-01-23 09:28:49
485,418,play,2024-09-10 12:23:53
486,781,like,2025-05-26 21:29:22
487,739,play,2022-09-29 19:39:02
488,167,login,2024-01-31 17:18:19
489,137,logout,2024-01-11 18:35:45
490,976,like,2023-09-06 10:05:44
491,655,logout,2025-01-24 17:52:07
492,25,like,2025-01-05 20:39:31
493,519,like,2024-09-15 18:46:12
494,257,logout,2023-11-30 06:32:31
495,488,play,2025-05-13 22:49:00
496,761,play,2024-03-12 23:41:35
497,721,logout,2024-06-23 22:37:45
498,315,pause,2023-03-19 12:58:44
499,895,pause,2023-01-29 09:51:44
500,885,login,2022-09-21 20:32:33
501,193,pause,2024-03-11 13:59:29
502,187,dislike,2024-03-03 07:26:35
503,567,pause,2024-01-07 10:39:47
504,940,pause,2024-03-27 06:48:44
505,532,login,2025-03-01 03:16:37
506,460,dislike,2025-06-01 08:15:27
507,543,login,2024-03-14 00:57:11
508,241,play,2024-11-22 23:31:52
509,310,like,2023-05-05 04:35:03
510,754,logout,2022-12-28 14:25:39
511,800,login,2025-05-04 13:57:38
512,372,pause,2024-02-27 05:12:31
513,648,pause,2022-11-17 01:15:29
514,881,pause,2023-04-11 02:46:36
515,713,logout,2022-11-24 21:57:38
516,857,login,2024-11-26 06:04:14
517,915,play,2024-06-30 15:50:23
518,351,logout,2024-03-16 23:07:11
519,737,play,2024-11-07 06:34:20
520,500,login,2025-03-31 22:12:31
521,846,pause,2022-07-21 05:08:43
522,28,logout,2025-05-13 16:09:14
523,305,play,2022-09-25 22:56:30
524,856,play,2025-01-02 01:58:12
525,322,play,2024-12-24 13:11:41
526,645,play,2024-06-11 13:28:12
527,403,like,2024-04-21 18:48:54
528,950,dislike,2024-06-10 16:33:04
529,793,play,2023-10-22 17:58:39
530,142,login,2023-11-28 02:38:17
531,415,like,2023-09-30 09:19:02
532,991,login,2022-11-27 18:14:57
533,42,like,2022-08-28 04:29:09
534,177,dislike,2024-04-15 07:55:08
535,429,dislike,2024-12-21 16:55:57
536,431,dislike,2024-02-08 15:30:46
537,769,login,2025-02-09 05:58:50
538,423,logout,2023-12-01 10:45:42
539,751,play,2024-01-08 21:07:51
540,112,play,2022-08-30 18:15:28
541,644,like,2022-11-15 11:52:28
542,391,pause,2023-07-07 20:16:23
543,288,dislike,2024-03-10 05:49:06
544,775,dislike,2022-10-11 15:29:01
545,537,login,2024-07-12 08:01:57
546,511,login,2025-01-28 01:09:09
547,936,login,2023-06-06 08:12:58
548,284,logout,2023-10-14 16:30:17
549,169,like,2025-06-01 16:05:45
550,435,pause,2023-07-15 09:02:17
551,823,login,2023-03-15 13:37:18
552,352,logout,2023-03-24 01:00:18
553,849,login,2025-04-26 19:15:49
554,203,logout,2023-08-12 08:21:17
555,183,pause,2022-06-18 10:01:25
556,192,like,2023-11-20 17:06:55
557,754,play,2024-07-01 13:45:52
558,521,pause,2024-05-24 07:30:41
559,972,logout,2024-01-30 05:50:46
560,22,play,2024-03-16 14:32:29
561,1,pause,2023-11-09 04:08:53
562,510,play,2024-07-08 09:19:19
563,616,play,2024-07-10 01:01:10
564,515,dislike,2024-04-02 20:58:21
565,671,pause,2025-05-28 19:11:02
566,913,login,2024-03-24 19:55:49
567,398,logout,2024-05-01 10:12:17
568,504,login,2023-08-28 00:26:23
569,994,login,2023-09-29 15:10:14
570,74,logout,2022-11-06 12:13:38
571,893,like,2023-08-16 17:51:00
572,292,dislike,2024-11-28 07:15:25
573,53,pause,2024-05-08 14:36:51
574,219,login,2024-07-22 17:43:04
575,624,play,2024-02-03 14:43:11
576,629,dislike,2025-05-11 03:16:53
577,152,play,2025-05-31 09:14:47
578,512,login,2022-09-10 18:28:54
579,696,pause,2022-10-05 04:02:33
580,201,play,2022-12-05 21:47:43
581,487,dislike,2022-08-14 15:26:46
582,354,logout,2025-01-30 21:34:01
583,332,play,2022-12-17 22:38:00
584,500,login,2023-03-04 21:52:48
585,66,play,2023-09-17 09:26:36
586,994,login,2023-08-01 07:28:58
587,114,login,2024-10-15 09:25:15
588,647,logout,2024-08-31 00:33:15
589,132,dislike,2023-07-17 06:16:13
590,22,play,2022-08-04 20:14:06
591,536,logout,2024-10-02 01:44:57
592,794,dislike,2023-04-22 22:17:16
593,512,like,2025-05-24 16:53:45
594,220,play,2024-03-10 23:26:50
595,116,like,2022-11-26 14:50:09
596,691,login,2023-07-29 20:59:45
597,52,like,2025-01-21 08:28:56
598,507,login,2024-01-18 14:33:35
599,209,dislike,2023-10-28 04:43:21
600,533,pause,2023-01-05 05:14:07
601,948,login,2024-08-20 08:21:25
602,735,logout,2025-05-26 16:58:03
603,953,login,2023-08-19 05:03:58
604,52,play,2023-02-03 00:44:35
605,975,logout,2024-04-19 19:33:51
606,152,pause,2023-01-26 11:14:34
607,19,pause,2023-04-06 19:09:06
608,834,like,2023-05-25 05:29:32
609,170,dislike,2023-08-02 16:51:15
610,1000,dislike,2023-11-09 10:59:39
611,159,play,2022-12-22 13:17:04
612,120,play,2023-09-03 17:31:48
613,235,like,2024-06-16 16:05:28
614,712,pause,2022-09-17 20:52:40
615,521,dislike,2023-10-09 17:44:14
616,801,dislike,2023-04-18 01:22:07
617,780,play,2022-07-28 08:34:28
618,466,play,2024-08-02 02:14:43
619,449,pause,2022-08-23 00:22:16
620,670,logout,2023-01-13 15:23:54
621,959,play,2022-08-07 08:14:44
622,488,play,2024-06-19 12:47:47
623,585,login,2023-04-06 19:09:39
624,722,pause,2023-12-25 05:02:09
625,299,dislike,2025-01-01 12:29:04
626,992,play,2024-12-01 11:36:17
627,745,pause,2023-12-02 19:37:15
628,217,play,2024-02-22 12:00:00
629,699,pause,2024-02-06 15:45:55
630,468,login,2024-11-26 16:58:56
631,555,login,2023-12-08 21:37:43
632,187,play,2024-01-10 13:44:53
633,330,play,2023-04-27 02:00:57
634,33,login,2023-12-08 20:16:30
635,595,play,2023-12-22 03:30:13
636,857,pause,2024-07-07 02:27:05
637,667,play,2023-06-09 02:34:02
638,592,like,2024-07-21 05:02:22
639,404,play,2024-08-19 02:56:39
640,406,pause,2025-01-03 00:47:46
641,181,login,2022-12-09 21:01:50
642,346,dislike,2024-03-04 16:53:38
643,807,dislike,2024-03-04 00:59:49
644,4,pause,2023-09-04 08:43:48
645,456,login,2022-12-26 13:35:07
646,995,pause,2023-12-10 02:38:09
647,944,play,2025-05-16 13:00:00
648,59,like,2022-07-28 16:41:00
649,899,like,2024-07-05 17:09:11
650,813,play,2025-03-28 23:18:09
651,85,like,2024-06-17 23:53:35
652,368,login,2022-08-19 19:57:29
653,994,play,2022-07-10 15:44:39
654,688,logout,2022-11-11 11:47:14
655,723,logout,2023-04-07 19:54:04
656,806,pause,2023-06-26 07:53:51
657,278,like,2024-05-27 07:18:47
658,211,logout,2023-03-23 20:17:15
659,766,play,2023-10-10 02:01:11
660,123,logout,2024-10-08 17:03:40
661,814,logout,2025-02-08 22:38:39
662,823,play,2022-06-21 03:42:46
663,841,logout,2023-09-18 14:56:32
664,536,dislike,2022-06-13 17:03:55
665,675,logout,2025-05-04 22:07:15
666,951,dislike,2023-11-12 20:06:24
667,425,play,2023-08-02 04:24:21
668,693,dislike,2023-01-07 00:39:50
669,110,pause,2023-01-10 23:29:52
670,618,pause,2024-02-05 23:41:05
671,241,dislike,2025-04-14 01:14:02
672,965,dislike,2024-06-15 05:23:30
673,30,login,2024-08-10 16:24:58
674,763,like,2025-02-20 04:43:00
675,894,play,2024-08-08 21:52:35
676,114,dislike,2023-01-16 15:49:04
677,399,logout,2025-05-17 15:30:09
678,47,like,2023-11-03 21:18:22
679,503,play,2023-03-12 01:54:06
680,294,play,2023-07-16 03:58:07
681,452,dislike,2023-03-21 23:58:43
682,568,play,2025-03-01 10:43:03
683,202,dislike,2025-01-17 20:48:05
684,541,dislike,2023-09-07 09:40:36
685,948,like,2024-10-14 21:14:52
686,595,login,2022-11-28 11:24:18
687,838,logout,2023-06-18 16:47:34
688,712,dislike,2024-02-06 07:15:59
689,899,like,2022-07-20 10:09:33
690,532,pause,2022-10-23 15:27:52
691,235,like,2024-04-16 06:09:55
692,231,logout,2023-04-04 04:26:35
693,653,like,2022-07-23 06:30:53
694,261,pause,2022-09-21 16:24:08
695,463,dislike,2024-10-31 13:21:59
696,486,dislike,2022-07-30 20:28:14
697,531,like,2022-11-26 13:58:25
698,85,logout,2024-09-18 16:38:43
699,249,play,2025-05-01 12:18:53
700,960,dislike,2024-11-22 16:43:44
701,749,play,2025-05-29 03:04:18
702,540,logout,2025-03-10 16:35:53
703,953,dislike,2025-01-22 21:40:54
704,29,dislike,2023-04-09 15:43:25
705,450,login,2023-12-13 10:51:50
706,220,pause,2022-11-12 11:22:31
707,215,logout,2024-06-01 00:37:10
708,224,pause,2023-04-07 08:13:14
709,47,play,2024-03-10 01:04:01
