id_favorito,id_usuario,id_video,data_favorito
69,451,3162,2025-03-30 18:00:39
70,132,136,2024-01-17 10:36:58
71,161,4242,2023-11-07 21:40:06
72,913,4738,2025-02-02 23:02:58
73,204,4664,2024-11-04 18:11:17
74,675,2512,2024-05-29 12:50:27
75,55,1112,2022-12-28 16:08:43
76,232,481,2024-06-13 15:03:05
77,20,2410,2023-02-16 18:26:27
78,878,2055,2024-03-07 14:31:12
79,869,4197,2023-01-16 14:36:48
80,322,3564,2023-10-01 03:20:08
81,904,13,2024-06-12 14:30:10
82,163,3680,2023-06-16 01:37:45
83,572,1534,2023-02-07 17:28:12
84,850,734,2022-06-19 18:31:39
85,31,1075,2024-04-04 14:27:21
86,926,4215,2023-01-18 21:38:34
87,173,2217,2025-05-31 04:48:21
88,713,1716,2023-09-15 21:22:07
89,795,1566,2024-02-11 02:01:34
90,564,1801,2023-03-30 15:03:29
91,693,3833,2022-08-26 19:15:25
92,117,1510,2023-04-01 02:01:13
93,599,4727,2022-08-22 05:39:48
94,433,3589,2022-09-06 01:52:15
95,55,703,2024-07-09 08:23:48
96,233,2706,2023-04-15 06:35:24
97,400,3089,2022-09-09 04:35:40
98,316,4242,2023-07-03 18:44:42
99,591,4022,2022-08-15 05:46:29
100,220,1515,2023-11-29 20:21:56
101,19,3736,2022-07-02 07:40:50
102,553,2383,2025-04-07 15:52:03
103,444,3704,2024-04-07 10:09:29
104,427,4831,2024-07-12 02:40:02
105,965,496,2025-01-30 04:11:26
106,176,4456,2024-02-28 11:32:16
107,411,4662,2024-07-28 06:12:13
108,25,2363,2024-10-15 10:18:40
109,565,1694,2023-10-31 08:42:44
110,30,4055,2022-10-01 17:18:54
111,370,1390,2024-05-27 04:52:47
112,208,2089,2024-05-13 09:25:40
113,774,914,2022-07-31 00:42:01
114,397,3718,2023-08-06 04:50:39
115,946,2345,2023-07-08 10:16:47
116,388,589,2023-05-21 20:59:06
117,983,59,2024-02-28 00:19:04
118,272,127,2022-12-05 21:23:43
119,986,1444,2023-10-14 14:56:15
120,786,2899,2023-03-29 21:33:46
121,181,2044,2024-12-30 23:23:24
122,898,3284,2025-05-21 23:42:35
123,117,4527,2023-07-08 06:32:23
124,237,4656,2023-05-06 22:04:14
125,680,3931,2025-02-25 14:33:25
126,538,4842,2022-06-16 19:58:46
127,162,2039,2024-10-27 07:53:06
128,133,4194,2022-12-15 20:52:44
129,264,1904,2024-01-11 09:42:11
130,737,3179,2024-07-19 04:54:40
131,436,3895,2023-01-20 05:30:08
132,982,4024,2022-08-13 03:19:09
133,817,4704,2022-09-11 06:34:18
134,111,2646,2024-12-08 22:32:56
135,261,463,2023-02-16 07:43:30
136,127,3460,2023-08-18 11:09:53
137,124,2558,2023-12-22 11:54:46
138,876,3346,2024-03-03 06:11:59
139,797,2109,2023-03-29 12:58:39
140,159,3420,2023-01-28 20:20:04
141,363,2150,2022-07-24 12:05:18
142,176,2069,2025-05-13 02:24:22
143,338,1701,2022-12-14 19:31:08
144,187,1994,2023-04-02 11:31:10
145,906,140,2024-06-17 12:58:02
146,871,2124,2024-03-24 19:15:04
147,751,2133,2024-03-14 22:52:05
148,530,4116,2023-11-22 03:10:24
149,624,1569,2024-08-19 17:49:20
150,588,4347,2022-10-25 06:07:00
151,445,4524,2024-06-16 23:19:52
152,969,1048,2024-09-12 02:13:46
153,554,17,2023-11-28 05:18:05
154,406,4983,2023-01-24 10:42:29
155,862,514,2023-12-16 11:20:16
156,827,4803,2023-03-22 11:16:10
157,479,1895,2023-05-19 12:35:22
158,359,879,2025-01-12 19:04:25
159,516,3347,2022-06-18 21:28:30
160,163,47,2025-04-29 01:03:52
161,517,2168,2023-09-30 10:59:42
162,944,4715,2024-05-09 23:51:56
163,513,4539,2024-06-25 13:14:06
164,886,910,2024-06-16 23:22:54
165,838,4656,2024-03-29 11:00:00
166,336,1216,2024-04-19 04:19:09
167,141,2237,2024-12-04 14:41:00
168,581,2534,2023-01-30 08:40:41
169,485,3685,2022-10-01 07:25:14
170,678,4894,2024-12-15 08:22:47
171,24,2617,2022-06-29 01:50:34
172,668,2188,2025-05-06 03:34:47
173,172,1646,2022-07-26 18:03:30
174,828,3095,2023-08-04 06:10:18
175,163,4685,2022-10-21 10:33:19
176,811,3256,2024-02-20 03:46:16
177,480,3029,2025-03-05 22:52:08
178,662,591,2023-02-04 06:39:53
179,987,1507,2024-01-02 17:10:10
180,452,4312,2023-12-23 19:24:08
181,242,1402,2024-01-28 02:18:00
182,927,4655,2024-04-30 02:26:02
183,327,2972,2025-04-13 14:42:29
184,776,1833,2023-10-20 01:15:09
185,60,1333,2024-01-20 08:57:43
186,315,1661,2024-03-16 02:04:57
187,79,2679,2024-01-14 11:58:42
188,397,3013,2023-02-02 04:27:46
189,490,2964,2024-02-15 01:48:42
190,827,3864,2023-03-02 10:39:15
191,143,1104,2024-11-27 23:26:36
192,635,4412,2024-01-05 17:26:07
193,926,341,2023-04-28 03:02:07
194,920,3926,2023-06-20 18:51:49
195,791,73,2023-09-24 03:23:03
196,441,3892,2023-07-20 19:08:35
197,334,2172,2022-08-26 16:20:23
198,278,4448,2025-05-28 21:03:53
199,987,139,2022-07-24 03:09:42
200,829,4299,2024-07-26 17:06:43
201,885,4136,2025-05-04 11:32:50
202,211,1428,2023-05-27 03:35:05
203,40,1788,2023-06-30 19:30:55
204,239,4008,2024-07-18 07:45:33
205,876,4916,2023-12-06 07:23:54
206,134,4771,2023-12-16 11:57:09
207,870,3782,2023-03-25 02:53:20
208,200,4353,2022-09-22 05:36:46
209,668,3176,2023-08-08 12:22:44
210,255,247,2024-11-02 08:31:30
211,265,1728,2023-08-03 11:07:01
212,747,959,2022-12-28 15:20:52
213,895,4753,2022-10-12 19:37:26
214,530,1434,2023-01-11 18:44:26
215,187,3191,2024-08-27 16:40:29
216,621,2002,2024-05-27 20:14:07
217,362,1317,2023-09-16 09:18:16
218,173,2753,2024-09-13 21:06:01
219,574,2917,2023-03-14 23:01:51
220,196,4020,2023-12-31 00:58:31
221,292,824,2023-07-21 07:33:12
222,291,747,2024-07-24 12:51:22
223,467,4997,2025-04-10 06:38:00
224,361,3270,2024-11-22 21:15:46
225,44,875,2024-02-09 17:48:36
226,737,450,2025-03-31 21:29:07
227,187,3539,2023-07-06 00:35:48
228,393,211,2022-10-08 03:14:17
229,244,1026,2024-04-02 20:46:00
230,384,4481,2023-03-06 05:44:32
231,173,2473,2024-12-06 05:46:28
232,742,751,2024-02-07 10:42:48
233,917,11,2024-09-09 12:10:01
234,801,1659,2024-08-26 00:57:18
235,516,542,2023-12-07 18:04:43
236,503,2469,2022-10-31 18:38:25
237,548,3614,2023-05-02 00:54:26
238,28,4608,2023-05-21 19:52:19
239,948,3902,2025-06-02 22:36:51
240,122,4529,2024-01-08 07:07:43
241,916,2612,2022-10-12 11:31:11
242,529,4900,2022-08-12 11:15:35
243,32,2817,2024-11-25 05:59:49
244,506,2550,2023-03-16 21:22:54
245,126,3783,2024-02-10 01:53:13
246,112,1883,2022-06-27 05:07:13
247,524,473,2022-07-30 13:49:23
248,803,4070,2025-01-21 12:19:55
249,323,2796,2024-02-05 15:01:38
250,699,3509,2024-01-24 16:39:39
251,642,2319,2023-09-01 11:55:24
252,680,4201,2022-10-09 07:03:36
253,882,3944,2024-11-21 17:47:46
254,129,167,2024-06-25 09:25:23
255,845,70,2023-11-18 23:38:28
256,663,1298,2024-09-03 20:17:56
257,932,3328,2023-07-23 11:59:54
258,781,4750,2023-02-06 21:58:02
259,998,4926,2023-10-20 15:30:08
260,971,4315,2022-07-07 12:52:15
261,262,4726,2024-05-08 09:50:18
262,625,4611,2023-05-12 03:41:47
263,644,4964,2024-08-09 21:05:00
264,556,4773,2024-08-11 15:58:00
265,192,1206,2022-08-05 12:36:26
266,837,3806,2022-11-17 11:28:25
267,663,4145,2024-04-29 18:06:53
268,100,864,2023-06-21 17:01:40
269,462,4538,2024-08-05 23:24:57
270,623,4685,2024-04-24 03:04:17
271,396,422,2022-09-01 02:47:38
272,972,1160,2024-07-03 09:44:18
273,879,2958,2022-08-22 09:32:23
274,254,4842,2024-10-16 14:40:12
275,570,3891,2022-09-27 15:35:19
276,707,4386,2024-08-01 13:43:40
277,5,4948,2023-04-05 16:49:05
278,620,1235,2024-03-14 06:20:51
279,701,203,2022-11-20 15:58:18
280,507,2411,2022-07-03 09:13:19
281,494,4043,2025-04-09 00:20:58
282,867,4005,2023-01-16 22:45:02
283,341,2124,2024-07-20 03:35:54
284,834,3960,2022-12-28 15:43:54
285,553,2128,2025-03-04 17:50:13
286,338,3730,2023-08-15 15:57:56
287,923,3998,2025-02-28 04:05:13
288,542,2588,2023-11-29 02:54:43
289,191,3041,2024-12-21 19:19:14
290,139,367,2022-10-27 15:51:18
291,168,4283,2023-06-13 01:57:57
292,705,838,2023-11-28 05:10:57
293,890,312,2025-05-29 13:04:48
294,516,4472,2024-12-07 07:04:31
295,455,33,2025-05-28 17:03:09
296,124,3090,2024-06-01 03:00:48
297,951,4681,2023-05-14 07:55:48
298,781,4898,2024-10-22 10:14:26
299,237,1058,2022-10-01 23:19:29
300,438,3669,2022-07-30 08:19:05
301,312,2202,2024-03-11 04:03:44
302,138,971,2024-02-18 14:16:01
303,163,4157,2023-09-22 13:39:38
304,355,3520,2023-07-24 13:08:22
305,902,2830,2025-05-30 22:18:12
306,260,3032,2022-09-18 20:36:07
307,594,255,2022-10-01 01:07:46
308,440,632,2024-11-14 15:37:09
309,484,4545,2024-02-29 02:03:37
310,742,4666,2023-01-15 04:35:05
311,271,2859,2022-06-08 18:06:04
312,171,576,2023-07-04 17:02:07
313,690,600,2023-10-04 02:50:19
314,762,227,2023-12-23 20:28:46
315,442,3352,2024-05-01 23:50:39
316,426,1029,2025-04-22 08:43:32
317,568,3429,2023-08-13 20:06:48
318,614,123,2022-06-26 03:01:11
319,602,2136,2025-01-16 07:21:12
320,334,2754,2025-03-12 16:14:41
321,321,1486,2023-09-28 10:40:55
322,897,534,2023-06-24 01:44:03
323,546,1375,2023-03-19 17:44:27
324,755,1167,2023-03-15 14:38:37
325,719,1573,2025-05-07 11:39:31
326,201,932,2023-06-29 23:18:36
327,89,2837,2025-06-03 07:04:02
328,252,4134,2022-06-06 00:34:44
329,532,2921,2023-06-11 03:18:27
330,427,3285,2024-09-18 22:23:47
331,857,3241,2024-01-08 10:18:54
332,532,1139,2024-07-27 22:16:16
333,620,1450,2023-04-06 23:14:55
334,803,3867,2022-08-14 23:17:00
335,709,4900,2024-09-07 16:42:22
336,879,4469,2023-11-18 22:28:09
337,447,58,2024-05-08 16:56:42
338,468,4301,2022-07-01 17:39:31
339,1,11,2025-01-03 20:35:12
340,937,3545,2022-06-28 13:03:27
341,576,1811,2022-11-14 15:39:50
342,729,2362,2024-04-09 03:55:12
343,807,2326,2024-10-09 05:43:42
344,517,3520,2024-07-16 00:59:42
345,859,2861,2024-05-10 13:59:17
346,839,4260,2025-01-16 05:30:10
347,874,1052,2024-03-17 15:30:55
348,821,1668,2023-12-08 23:59:47
349,243,4865,2025-05-21 02:34:01
350,534,2343,2024-06-27 06:12:53
351,958,553,2022-07-02 11:26:04
352,620,1053,2024-04-04 11:11:26
353,650,3893,2024-08-17 03:31:10
354,923,3235,2024-03-19 12:02:16
355,519,1439,2024-09-29 03:52:35
356,169,141,2024-04-14 21:32:13
357,504,1840,2024-04-28 09:58:04
358,505,623,2023-10-03 02:09:21
359,744,2125,2023-08-07 07:37:05
360,699,1528,2025-03-27 14:22:30
361,989,1081,2022-06-10 14:11:06
362,621,2550,2025-04-15 01:46:12
363,240,1196,2023-07-27 10:10:47
364,308,2496,2023-10-25 01:24:36
365,188,3180,2024-11-04 00:39:03
366,906,1684,2022-12-30 10:09:05
367,52,1336,2022-06-13 17:03:21
368,345,2548,2024-11-11 02:10:21
369,850,4772,2023-02-03 22:43:21
370,283,853,2024-09-19 23:06:08
371,181,1763,2024-04-30 07:31:12
372,142,1036,2022-12-29 00:56:00
373,549,3242,2025-01-11 22:54:45
374,77,4449,2024-06-22 06:56:15
375,970,3904,2023-07-02 08:31:11
376,432,159,2023-11-26 05:58:52
377,791,6,2022-09-14 21:48:59
378,551,4894,2024-03-22 01:48:59
379,924,2013,2024-09-30 10:14:54
380,278,2546,2022-07-11 00:55:47
381,421,1263,2025-01-08 12:06:11
382,362,2287,2024-02-14 20:44:06
383,931,496,2023-05-24 08:14:48
384,558,2804,2022-12-25 18:57:48
385,592,1333,2022-10-06 15:42:27
386,430,2278,2023-07-28 12:46:37
387,27,890,2024-09-22 19:24:35
388,383,2313,2024-08-09 17:36:44
389,333,4248,2023-02-23 12:07:57
390,694,6,2022-10-18 17:35:20
391,322,962,2022-08-12 02:57:20
392,548,1213,2023-08-09 09:26:37
393,663,2196,2024-07-20 09:56:16
394,13,913,2022-10-10 22:52:07
395,163,4712,2023-03-15 16:10:56
396,383,3196,2024-08-29 22:40:27
397,595,3662,2024-10-16 02:48:59
398,717,388,2023-05-01 01:15:14
399,657,537,2023-04-14 02:58:40
400,472,4389,2023-06-12 08:14:33
401,779,929,2024-03-19 21:59:43
402,327,2363,2024-05-18 18:11:32
403,493,3370,2022-06-08 00:25:50
404,309,4392,2024-10-25 09:45:09
405,700,1852,2023-06-01 16:49:23
406,849,1649,2023-01-18 06:08:34
407,347,1046,2023-02-23 16:54:45
408,871,3122,2025-02-12 05:15:07
409,248,1381,2023-10-26 05:37:17
410,60,3479,2024-02-14 16:57:52
411,209,992,2025-03-01 21:29:15
412,96,3112,2023-05-29 13:02:36
413,808,1213,2022-11-21 17:59:47
414,12,2089,2022-07-04 02:04:33
415,942,2530,2024-07-29 08:20:24
416,967,4132,2024-10-28 19:47:16
417,955,1868,2023-02-09 15:15:46
418,242,1714,2022-11-21 11:41:07
419,823,61,2022-09-06 01:44:51
420,473,4778,2024-12-12 11:28:37
421,588,2873,2024-04-21 01:44:11
422,49,1137,2023-04-06 09:31:43
423,682,4027,2023-12-22 23:52:01
424,683,1516,2023-05-23 03:09:44
425,828,501,2024-08-26 14:12:10
426,550,4988,2024-11-23 20:59:02
427,705,3484,2025-01-04 14:58:45
428,245,173,2022-10-20 21:45:53
429,779,913,2024-04-29 16:08:35
430,262,4659,2024-12-18 10:17:11
431,894,2654,2024-05-09 23:05:42
432,939,1102,2025-01-01 03:51:37
433,803,2259,2024-01-15 01:01:36
434,314,4812,2024-12-06 19:28:58
435,851,4156,2022-07-07 13:24:11
436,748,2365,2023-01-09 07:42:29
437,509,3705,2024-11-10 15:09:13
438,345,588,2025-04-17 10:58:25
439,518,3039,2024-05-26 05:17:58
440,100,1807,2025-04-03 07:41:30
441,877,844,2024-01-17 11:00:56
442,920,4947,2022-10-21 02:23:33
443,528,590,2023-05-21 15:34:07
444,830,4921,2024-04-11 15:22:58
445,215,517,2024-07-21 13:25:41
446,2,4827,2025-03-08 17:47:22
447,829,698,2024-01-18 08:38:00
448,7,4518,2024-07-22 03:11:09
449,716,2042,2023-05-26 21:15:16
450,280,1024,2023-09-26 16:38:39
451,310,418,2023-02-11 02:05:46
452,454,2286,2023-06-17 00:47:32
453,240,2053,2025-04-02 17:49:31
454,375,990,2024-03-27 11:16:09
455,55,2411,2024-04-02 18:50:14
456,683,3584,2024-01-02 04:35:15
457,790,1754,2024-05-02 11:33:52
458,17,2889,2024-09-12 19:14:44
459,471,4432,2023-07-05 16:57:24
460,104,3404,2023-09-19 08:51:26
461,70,2977,2025-04-25 02:49:58
462,806,4272,2023-08-15 18:57:24
463,682,4089,2022-12-09 18:38:53
464,464,3495,2025-01-21 03:06:16
465,281,3726,2024-01-15 15:47:33
466,263,2585,2025-04-22 22:52:28
467,733,4309,2023-02-25 21:17:51
468,777,550,2024-03-19 02:59:23
469,692,387,2023-11-05 11:43:58
470,439,205,2022-12-05 04:37:25
471,980,2303,2025-03-25 18:00:14
472,505,255,2022-10-28 12:00:35
473,418,2218,2023-01-25 09:49:36
474,570,2190,2025-04-01 21:19:33
475,81,2066,2023-01-30 20:59:42
476,579,1040,2023-08-22 13:16:03
477,541,4190,2024-02-07 02:47:03
478,967,3118,2023-09-03 21:35:58
479,832,2201,2023-12-17 20:39:33
480,699,2638,2023-12-01 09:55:24
481,773,205,2024-08-20 23:04:15
482,675,276,2024-09-19 23:32:53
483,775,4601,2024-03-13 03:42:00
484,52,2260,2025-01-10 20:43:14
485,559,2575,2025-03-07 06:05:29
486,754,3474,2023-01-14 13:59:51
487,895,4605,2023-08-19 02:33:44
488,996,3535,2024-04-29 00:00:47
489,199,2038,2024-11-10 21:14:00
490,239,990,2024-03-25 08:43:31
491,297,3805,2024-01-28 10:18:17
492,320,3408,2024-10-16 05:22:39
493,973,732,2024-11-16 22:16:54
494,778,1762,2022-11-19 12:20:04
495,98,4493,2024-06-01 04:48:37
496,887,3265,2023-09-25 01:56:52
497,800,1129,2024-07-02 03:54:00
498,173,2576,2023-05-15 08:20:43
499,691,21,2023-10-31 11:56:59
500,788,4880,2022-08-16 01:54:59
501,355,4577,2024-01-27 07:09:16
502,912,391,2023-07-11 08:46:58
503,427,732,2024-04-14 17:18:51
504,423,3591,2023-07-21 12:18:59
505,422,2452,2025-03-07 10:37:28
506,198,2637,2022-08-26 09:06:52
507,484,2962,2023-12-23 14:01:13
508,72,300,2023-04-20 17:13:16
509,895,4639,2024-10-14 20:12:38
510,889,1998,2024-02-20 01:13:32
511,465,2593,2024-06-11 02:39:26
512,515,2525,2025-02-15 19:48:33
513,473,2369,2025-06-03 11:44:33
514,386,4422,2023-12-19 08:03:00
515,549,3779,2023-04-06 01:26:47
516,164,4362,2024-10-10 21:23:37
517,620,1711,2023-07-01 02:27:52
518,665,1119,2025-04-25 17:03:16
519,681,3142,2024-06-20 23:59:27
520,986,4146,2022-07-09 14:20:00
521,220,4165,2024-06-14 15:55:32
522,501,1652,2023-01-25 21:21:24
523,25,3141,2022-06-09 20:29:42
524,701,3438,2023-03-19 23:22:28
525,961,1083,2023-04-23 13:50:35
526,216,682,2024-12-20 01:47:22
527,733,1608,2023-09-30 22:41:49
528,784,2117,2022-06-10 16:00:35
529,700,1277,2023-09-29 14:57:15
530,639,2223,2022-08-28 04:08:19
531,358,4405,2024-12-11 02:37:57
532,852,2115,2024-09-29 23:09:01
533,585,1975,2025-03-01 08:13:21
534,107,3169,2024-01-23 08:39:31
535,984,583,2024-11-19 07:39:38
536,34,599,2024-01-08 22:25:55
537,70,4986,2023-11-23 04:37:29
538,860,2643,2023-01-10 17:59:45
539,181,4216,2024-01-06 08:03:42
540,996,2709,2025-03-04 21:11:04
541,46,4047,2023-07-20 20:06:46
542,328,3613,2022-10-20 16:36:28
543,299,727,2022-10-01 09:12:41
544,713,2837,2025-02-26 05:59:50
545,590,2358,2022-10-18 09:03:45
546,219,2596,2024-07-07 05:53:35
547,312,3905,2022-09-07 08:54:22
548,704,557,2024-05-07 08:33:27
549,488,4962,2025-04-28 20:07:24
550,710,1131,2024-04-01 05:40:49
551,212,2086,2023-08-30 12:12:53
552,41,2730,2022-12-09 22:53:14
553,299,1935,2024-05-10 18:00:03
554,528,1328,2023-04-01 20:21:50
555,914,2591,2023-11-20 20:34:22
556,642,3854,2025-04-12 20:18:45
557,655,3420,2023-01-07 03:10:25
558,783,2831,2023-05-23 07:18:23
559,248,2090,2025-03-17 01:56:08
560,987,4750,2022-06-15 15:39:47
561,648,2461,2023-08-29 01:46:58
562,606,1020,2022-07-11 05:52:14
563,165,4004,2023-03-30 06:55:52
564,896,3151,2023-11-18 12:48:25
565,203,1504,2024-11-25 07:11:54
566,992,3751,2024-05-02 02:50:21
567,815,3364,2024-07-30 05:23:36
568,323,673,2024-11-05 17:31:33
569,134,4646,2024-08-12 20:48:35
570,249,4949,2024-03-28 15:36:56
571,702,1782,2024-12-11 04:57:13
572,2,4286,2023-06-08 12:50:38
573,535,1869,2024-02-20 12:26:51
574,231,4844,2025-02-07 07:10:10
575,122,2799,2023-12-26 18:59:52
576,290,4281,2024-08-15 03:46:03
577,270,3492,2024-10-28 05:08:15
578,987,2554,2023-09-04 20:58:14
579,492,1275,2024-03-11 19:59:55
580,815,2992,2024-07-26 16:17:12
581,615,2605,2024-11-25 00:30:23
582,566,1902,2022-08-26 06:10:36
583,334,456,2024-06-15 16:07:38
584,777,1018,2024-04-30 07:53:07
585,84,4056,2024-09-15 05:03:49
586,588,1277,2025-03-20 05:27:07
587,75,1485,2022-07-18 19:23:28
588,674,3913,2023-01-15 17:33:09
589,63,372,2022-09-23 10:35:27
590,704,4228,2023-04-05 21:43:15
591,288,4852,2022-12-12 09:33:36
592,617,3819,2023-08-15 12:50:27
593,825,4545,2024-11-28 21:39:43
594,782,1127,2024-01-30 11:49:46
595,986,4381,2024-12-02 09:18:27
596,17,4001,2022-07-11 17:48:03
597,438,2956,2023-05-28 17:44:57
598,440,3678,2022-12-25 05:04:19
599,761,4579,2024-12-14 08:39:40
600,157,2599,2022-07-06 05:06:58
601,77,3648,2024-02-15 01:37:39
602,742,2786,2024-03-29 12:58:33
603,149,1769,2023-03-31 12:22:44
604,227,3822,2022-06-15 01:53:36
605,977,2454,2024-11-07 15:36:20
606,970,2324,2024-01-01 23:26:31
607,391,2089,2023-11-16 08:45:58
608,422,4448,2023-02-18 18:29:57
609,373,2280,2024-03-26 04:32:17
610,891,4479,2023-12-06 16:18:11
611,464,3494,2022-08-13 00:24:43
612,651,4208,2025-04-02 18:32:50
613,299,2275,2024-11-21 10:56:58
614,264,1262,2025-05-16 07:53:40
615,805,2959,2022-07-06 14:23:14
616,815,933,2024-07-04 01:30:25
617,739,182,2024-08-14 07:30:33
618,973,410,2023-11-15 00:57:57
619,173,987,2023-08-23 12:47:39
620,810,1690,2022-11-02 03:08:23
621,581,436,2024-03-27 19:09:22
622,429,1216,2024-09-18 18:40:16
623,251,2965,2024-06-12 22:52:48
624,372,1982,2023-10-13 09:34:48
625,236,2148,2024-05-11 01:03:15
626,780,3651,2022-12-21 20:06:32
627,273,4087,2022-12-21 05:27:57
628,362,4433,2022-12-30 01:16:17
629,723,3038,2024-05-26 01:26:44
630,976,1040,2025-01-05 17:52:51
631,995,1117,2024-09-23 08:11:09
632,739,1038,2022-07-10 22:06:10
633,260,6,2023-06-04 16:00:30
634,916,3497,2022-09-02 13:19:57
635,438,4972,2024-05-19 18:55:33
636,469,679,2023-03-01 15:27:48
637,244,239,2022-11-26 07:32:44
638,926,3843,2024-07-22 15:22:00
639,971,2720,2025-03-18 03:08:21
640,989,2519,2022-11-28 01:20:45
641,699,4537,2024-10-24 06:10:46
642,197,4860,2022-08-17 06:36:55
643,437,2204,2025-05-13 17:54:34
644,397,654,2024-12-11 04:10:52
645,263,2322,2023-03-15 10:49:36
646,415,4375,2023-02-13 00:11:01
647,516,2446,2023-11-21 14:02:19
648,50,2949,2024-09-02 23:03:15
649,275,3385,2022-07-06 15:39:51
650,3,4897,2023-05-11 22:45:50
651,330,3198,2022-07-25 07:24:29
652,717,1186,2022-09-22 09:17:41
653,764,258,2022-09-18 21:52:16
654,342,4997,2025-03-30 15:22:10
655,19,2708,2024-10-06 17:16:01
656,831,1391,2023-03-28 21:04:00
657,648,661,2023-05-25 22:50:34
658,780,1766,2022-10-03 18:37:56
659,994,4280,2022-09-02 23:07:24
660,7,1233,2024-01-24 04:54:03
661,970,4688,2024-10-23 07:18:41
662,265,3994,2024-06-20 05:21:10
663,595,2348,2024-09-10 14:56:50
664,99,4013,2022-06-07 22:06:42
665,893,2904,2025-04-11 14:54:53
666,47,38,2022-07-27 12:00:24
667,124,393,2025-03-25 11:31:07
668,399,4344,2023-05-16 01:35:53
669,705,150,2024-05-22 23:30:09
670,31,4188,2023-09-15 23:00:38
671,227,1154,2024-09-13 22:17:30
672,226,3653,2023-01-25 10:11:30
673,792,3197,2023-11-02 11:29:33
674,886,1629,2023-03-01 04:06:52
675,273,220,2023-01-21 04:14:53
676,233,457,2025-04-19 22:21:27
677,591,574,2022-08-04 04:01:52
678,787,268,2025-03-03 14:26:04
679,15,19,2025-05-01 22:06:24
680,539,4003,2024-07-31 07:32:11
681,703,202,2025-05-24 05:40:49
682,902,3410,2023-09-11 23:15:59
683,84,657,2023-07-18 13:40:59
684,345,2983,2022-07-29 00:13:00
685,883,1100,2025-05-03 15:58:37
686,201,2960,2024-11-29 16:42:35
687,751,1926,2023-10-15 21:39:13
688,347,1843,2022-10-17 09:11:18
689,291,1486,2023-09-18 23:02:20
690,584,323,2023-03-05 20:16:15
691,265,4502,2025-04-16 16:56:00
692,899,2187,2024-02-13 18:06:39
693,682,4701,2025-04-10 18:02:52
694,267,4500,2024-02-28 23:49:44
695,19,2872,2023-05-30 02:12:51
696,994,2011,2023-01-30 04:52:29
697,307,1810,2023-11-01 01:41:15
698,454,4996,2023-09-24 19:54:16
699,884,4446,2022-11-21 09:55:16
700,910,4548,2023-02-13 22:58:43
701,903,556,2022-10-29 11:15:58
702,392,1065,2022-12-27 09:25:58
703,672,3960,2025-04-27 08:08:40
704,758,1057,2022-06-27 17:25:43
