id_visualizacao,id_usuario,id_video,data_hora
302,208,4401,2023-12-03 16:01:14
303,957,2902,2023-04-24 15:39:02
304,218,4501,2025-02-02 21:49:14
305,150,4755,2023-11-09 13:20:57
306,795,1029,2023-05-13 11:58:19
307,885,2529,2023-05-19 13:49:23
308,180,3446,2024-02-05 19:02:53
309,53,3166,2023-12-11 13:59:41
310,270,1047,2023-05-18 19:39:56
311,83,3884,2023-09-27 13:36:26
312,321,3413,2022-12-24 11:55:40
313,761,4874,2023-05-26 09:47:32
314,258,3751,2022-10-23 16:19:10
315,545,1087,2024-11-07 10:08:00
316,144,3955,2025-05-04 09:48:41
317,395,3672,2023-06-27 23:24:46
318,725,7,2022-07-07 14:51:45
319,883,34,2025-01-04 15:36:11
320,722,2208,2022-11-02 15:53:21
321,652,1522,2023-11-03 20:30:12
322,387,1834,2024-10-18 18:17:28
323,589,274,2023-11-11 03:01:17
324,262,1880,2022-07-25 00:51:19
325,810,2934,2024-12-10 22:25:41
326,290,3299,2024-02-25 13:31:07
327,590,1740,2024-12-08 09:15:12
328,896,1991,2023-11-06 05:24:20
329,305,1004,2024-11-17 11:30:03
330,482,946,2023-06-26 16:40:08
331,389,44,2023-02-21 14:10:58
332,16,1463,2025-01-25 07:30:34
333,824,1333,2025-05-13 17:34:45
334,427,604,2024-12-29 03:55:10
335,824,994,2023-05-17 16:18:28
336,381,3537,2023-08-27 13:27:00
337,252,705,2023-01-18 03:31:15
338,503,4682,2024-01-02 19:12:17
339,822,4854,2024-05-30 05:50:48
340,861,1373,2024-01-29 21:15:58
341,27,3423,2023-05-11 02:41:06
342,944,3169,2024-04-17 04:14:15
343,234,1706,2023-05-11 12:06:18
344,744,3074,2024-06-01 14:00:32
345,352,627,2024-04-23 12:46:58
346,587,2341,2024-10-17 22:49:55
347,655,4966,2025-01-12 04:40:45
348,217,4069,2024-11-26 13:06:13
349,787,1475,2024-10-11 16:44:06
350,807,1957,2023-05-26 00:16:08
351,705,1132,2022-10-18 09:26:49
352,115,3808,2023-02-19 23:13:10
353,492,1242,2024-07-13 14:23:31
354,963,1210,2025-04-02 22:56:02
355,275,753,2023-06-03 13:30:49
356,85,666,2024-05-29 21:33:05
357,477,1035,2023-05-11 06:31:52
358,446,1717,2022-10-02 10:54:37
359,830,1291,2024-03-30 08:22:32
360,247,1613,2024-04-04 17:37:12
361,890,3482,2023-04-16 09:50:09
362,810,2875,2022-07-21 21:38:28
363,360,1998,2023-03-11 17:11:51
364,728,1014,2023-02-02 14:23:57
365,260,253,2025-06-04 00:27:25
366,607,91,2022-06-16 23:15:39
367,384,1640,2024-05-13 18:50:07
368,639,4050,2023-09-08 04:00:22
369,656,631,2023-08-03 23:59:48
370,14,1065,2025-05-18 12:16:16
371,699,4492,2023-09-20 10:40:12
372,932,4036,2023-08-26 01:10:42
373,880,3047,2023-02-14 17:14:19
374,849,1223,2024-09-04 00:02:17
375,575,2370,2023-10-29 18:10:27
376,886,4072,2023-05-20 04:41:40
377,110,3759,2024-08-03 10:11:20
378,290,3916,2024-03-06 10:49:40
379,192,1313,2025-03-20 17:23:04
380,610,4873,2024-09-28 03:05:19
381,685,623,2022-09-07 18:13:26
382,252,531,2022-09-16 06:22:21
383,444,4945,2023-10-03 16:18:58
384,259,2587,2023-10-05 14:24:24
385,253,3049,2023-06-27 19:26:00
386,847,1954,2023-08-21 21:43:26
387,661,532,2024-09-05 18:15:18
388,719,3927,2024-05-19 02:18:54
389,440,909,2023-03-27 21:17:38
390,209,3594,2024-07-29 20:31:33
391,638,1494,2025-03-18 16:33:11
392,64,2798,2024-01-10 07:51:55
393,424,4497,2025-02-10 19:18:31
394,654,1028,2022-10-06 12:42:02
395,810,4354,2024-03-27 21:11:41
396,683,4144,2023-02-24 13:14:33
397,308,2497,2023-12-12 06:19:22
398,550,165,2023-09-28 03:20:03
399,309,801,2022-10-04 21:34:59
400,975,3966,2023-11-11 13:05:50
401,20,2580,2024-11-18 13:56:06
402,180,4383,2025-06-04 07:34:29
403,257,3119,2022-11-14 08:54:41
404,42,511,2023-12-06 21:50:50
405,919,4442,2025-01-19 03:30:19
406,206,1124,2025-01-17 03:28:43
407,231,4113,2023-09-14 12:06:03
408,501,2829,2024-06-20 10:19:42
409,482,2028,2024-09-25 05:30:38
410,833,4189,2024-02-26 20:43:57
411,858,3985,2024-08-07 10:05:35
412,177,1618,2024-08-17 11:21:52
413,552,4190,2024-12-13 21:32:11
414,203,2201,2025-05-01 09:52:13
415,580,1964,2024-05-05 04:29:15
416,401,2357,2023-07-26 15:57:27
417,729,497,2022-06-16 21:15:32
418,513,676,2023-11-15 07:40:54
419,429,1287,2023-08-08 08:49:18
420,748,196,2024-12-11 05:40:19
421,529,3464,2024-01-21 02:16:59
422,245,4278,2024-10-02 05:08:28
423,822,2253,2023-01-31 08:13:45
424,297,2371,2023-04-12 17:04:35
425,160,622,2025-02-16 18:40:13
426,299,1975,2023-06-01 15:21:30
427,485,4900,2023-08-21 09:00:08
428,500,4825,2025-02-06 21:28:36
429,236,2748,2024-03-26 07:52:40
430,900,2569,2023-06-04 11:29:38
431,185,3731,2024-09-10 05:37:48
432,29,1425,2022-11-08 01:30:58
433,130,3678,2023-05-08 08:48:24
434,670,238,2024-08-03 14:08:27
435,910,1952,2023-09-26 00:49:15
436,291,3851,2023-11-19 08:26:55
437,209,4669,2023-11-01 03:46:20
438,719,4611,2024-10-29 15:43:44
439,405,73,2022-07-29 07:28:04
440,256,4828,2024-06-29 18:32:00
441,320,4200,2025-06-09 02:20:49
442,819,3939,2023-11-23 20:13:57
443,788,2401,2024-05-29 05:03:37
444,131,4290,2025-05-01 07:36:37
445,721,1522,2022-06-24 07:10:11
446,716,4630,2023-06-08 21:04:54
447,819,154,2023-11-20 15:34:51
448,548,2390,2024-01-14 18:21:19
449,740,2556,2023-11-17 14:51:32
450,315,1443,2022-11-03 21:25:35
451,35,1634,2024-09-09 22:13:00
452,322,1783,2023-07-04 23:57:28
453,137,182,2025-05-28 07:05:23
454,457,770,2023-06-27 17:43:22
455,209,1559,2024-12-18 03:30:39
456,23,2231,2025-05-13 11:31:30
457,491,1129,2023-07-23 05:42:03
458,535,357,2022-08-11 03:45:42
459,927,451,2023-06-11 11:52:09
460,264,120,2023-07-28 10:20:07
461,340,2746,2024-05-01 07:59:06
462,821,3453,2024-01-21 12:25:13
463,984,2582,2024-08-20 22:57:20
464,378,148,2023-05-22 19:13:28
465,69,4719,2024-08-28 23:12:47
466,432,375,2024-05-18 14:07:00
467,235,3925,2024-05-09 09:26:37
468,13,3064,2025-05-12 03:33:18
469,67,2568,2023-03-07 19:25:49
470,766,3558,2023-11-03 10:45:58
471,42,3815,2023-08-06 20:49:58
472,293,884,2022-07-29 02:29:57
473,84,207,2025-04-02 03:13:04
474,523,4363,2022-07-19 07:22:42
475,742,4927,2023-07-19 04:06:10
476,776,4514,2023-01-19 06:30:23
477,951,3509,2023-12-25 14:06:57
478,23,3408,2024-11-19 12:34:03
479,520,180,2024-04-25 17:09:16
480,933,4983,2022-11-29 19:23:42
481,180,3323,2023-03-03 00:01:28
482,537,1874,2023-09-19 15:07:30
483,642,3250,2025-05-22 22:12:40
484,7,258,2024-07-25 14:32:57
485,917,912,2023-08-02 07:00:56
486,98,3218,2023-05-22 14:53:30
487,177,1411,2025-04-25 05:59:51
488,610,846,2022-11-12 05:13:47
489,645,4188,2023-04-03 12:20:09
490,948,1377,2024-12-31 22:00:07
491,452,2944,2024-01-22 07:34:01
492,293,1652,2025-02-12 01:44:29
493,756,4846,2022-10-14 05:41:20
494,618,4065,2022-07-19 08:30:43
495,83,1350,2024-10-05 08:04:21
496,785,4997,2023-01-23 18:05:36
497,50,3158,2023-04-25 05:21:07
498,172,3230,2025-02-09 11:48:45
499,339,92,2023-03-08 15:21:09
500,211,4656,2022-08-15 00:47:39
501,134,4206,2022-07-27 11:56:58
502,4,1522,2024-02-20 07:42:30
503,549,4832,2023-01-30 19:14:21
504,368,4574,2023-03-30 00:40:32
505,613,4651,2023-05-06 15:57:03
506,881,3391,2024-04-26 12:59:29
507,957,2553,2024-06-17 15:13:55
508,38,762,2023-12-09 11:13:02
509,294,3351,2023-05-02 04:24:18
510,965,1036,2024-07-22 16:32:38
511,135,4731,2023-04-12 18:56:50
512,840,1123,2023-08-21 13:21:54
513,961,2410,2024-06-16 14:37:44
514,395,1541,2024-03-13 09:17:25
515,395,4423,2024-02-25 20:32:48
516,197,3821,2025-02-02 03:39:17
517,228,1994,2025-02-17 02:13:40
518,128,4332,2024-11-01 23:25:40
519,96,181,2024-02-04 08:58:59
520,880,4316,2022-11-23 18:38:41
521,381,3930,2023-01-10 12:56:00
522,502,3797,2023-10-05 04:00:24
523,152,4439,2024-07-16 19:01:52
524,619,3543,2022-11-10 21:58:03
525,334,4609,2024-08-07 21:22:29
526,546,1573,2024-06-09 15:26:55
527,239,982,2023-08-08 11:59:58
528,967,4511,2023-08-21 00:15:59
529,483,671,2022-06-29 11:55:06
530,495,3446,2025-05-04 19:48:28
531,267,2546,2024-06-21 09:22:30
532,70,1383,2024-01-25 07:22:45
533,229,1940,2024-06-23 03:18:23
534,875,2365,2023-03-26 09:43:31
535,192,1950,2024-01-24 19:02:30
536,711,3723,2022-12-12 13:56:30
537,204,4773,2022-07-19 00:26:59
538,725,1274,2025-02-22 04:37:46
539,354,1994,2025-03-31 12:35:34
540,461,4337,2024-07-31 08:43:45
541,475,538,2023-01-11 02:13:44
542,825,3105,2022-06-25 21:47:45
543,449,2270,2023-01-02 01:06:53
544,237,2863,2022-06-30 00:08:31
545,297,3863,2022-12-10 05:15:40
546,172,2629,2022-08-07 10:44:07
547,650,2264,2022-10-16 18:45:53
548,965,1498,2024-08-02 11:07:03
549,335,1257,2023-01-02 00:42:12
550,283,2468,2023-09-16 02:24:10
551,166,808,2024-12-09 12:03:18
552,144,54,2022-09-22 20:24:44
553,5,275,2025-05-22 06:37:46
554,657,3761,2024-10-18 18:44:32
555,949,608,2025-05-31 12:04:06
556,890,1328,2023-06-16 15:34:18
557,40,2999,2023-07-29 11:46:04
558,687,960,2023-02-16 22:58:14
559,594,2904,2023-01-24 10:35:52
560,435,3446,2023-02-26 16:25:12
561,21,2556,2023-10-31 12:34:26
562,210,1096,2024-08-17 21:50:16
563,18,3076,2023-08-31 07:52:34
564,641,3275,2023-02-21 19:21:31
565,50,1116,2025-05-16 14:45:25
566,506,4226,2025-05-09 11:16:24
567,638,2692,2023-11-21 06:27:29
568,671,723,2025-06-13 16:26:17
569,210,4446,2023-01-13 18:02:54
570,564,1036,2024-06-19 01:00:01
571,367,4118,2025-05-25 12:20:54
572,724,3047,2023-08-11 10:25:30
573,484,2017,2023-10-18 10:16:19
574,924,1432,2023-01-09 07:40:45
575,131,320,2023-11-17 20:16:17
576,349,186,2022-09-23 23:23:26
577,36,3044,2024-04-03 23:47:09
578,887,3296,2023-07-19 00:53:21
579,467,4035,2024-08-11 06:57:13
580,142,741,2022-08-18 03:17:16
581,229,1759,2022-12-16 17:56:21
582,238,3452,2024-11-13 01:52:46
583,701,4429,2023-05-19 23:06:47
584,821,1049,2023-04-17 10:15:07
585,32,615,2022-09-04 13:12:30
586,229,3438,2022-07-01 02:37:33
587,576,3717,2023-08-07 20:56:56
588,237,4396,2024-03-22 00:15:49
589,201,1038,2022-11-12 10:58:47
590,455,4035,2023-07-11 03:27:40
591,602,3844,2023-05-01 02:41:32
592,508,4480,2025-05-29 14:44:38
593,455,48,2024-08-26 16:53:12
594,728,2810,2023-06-27 10:49:10
595,263,1134,2022-10-07 21:16:39
596,184,3178,2022-11-21 09:58:47
597,67,3297,2023-08-22 14:44:20
598,141,3963,2025-03-02 23:12:07
599,953,1819,2024-02-04 22:05:26
600,501,1832,2024-05-10 18:33:11
601,467,1478,2023-04-05 11:52:14
602,757,738,2024-03-30 23:15:07
603,86,28,2024-01-14 03:07:58
604,487,189,2023-07-28 22:23:20
605,777,2386,2025-03-20 12:25:55
606,884,2332,2024-02-12 15:36:44
607,686,746,2024-12-09 20:50:12
608,444,3536,2023-05-26 19:25:49
609,463,4909,2023-04-01 01:58:19
610,82,2706,2024-06-15 07:15:15
611,235,945,2025-02-20 12:38:28
612,900,251,2024-04-26 21:12:56
613,424,1403,2025-02-20 23:38:46
614,896,1026,2023-08-25 09:11:35
615,728,1520,2022-11-27 02:24:51
616,12,378,2024-01-19 14:57:47
617,238,1172,2022-06-19 03:31:09
618,305,58,2025-01-17 17:03:24
619,899,2761,2023-11-10 23:52:43
620,529,4061,2024-02-20 05:08:34
621,214,2468,2025-04-28 03:16:48
622,968,2723,2023-09-09 23:13:57
623,261,3428,2023-07-16 15:26:29
624,640,3408,2025-03-20 02:10:08
625,260,385,2022-12-03 04:00:28
626,310,3169,2024-08-22 09:17:19
627,985,1302,2024-01-11 10:59:08
628,817,463,2023-06-03 13:06:55
629,203,3279,2023-11-21 19:12:48
630,803,4958,2024-10-05 04:14:51
631,447,664,2023-08-25 04:41:35
632,645,331,2023-12-08 15:18:35
633,63,4438,2025-04-30 09:38:49
634,91,1182,2023-05-26 04:13:36
635,502,4327,2022-09-21 14:00:52
636,430,3714,2024-05-19 15:14:56
637,519,2406,2023-03-08 00:34:38
638,389,1986,2025-06-01 23:48:51
639,833,571,2022-09-15 19:49:10
640,151,3601,2022-11-11 14:23:45
641,809,1521,2024-01-04 16:18:03
642,948,2386,2023-11-26 03:28:13
643,424,2907,2022-06-18 07:40:27
644,55,2342,2022-07-29 17:07:04
645,1000,3043,2025-03-29 16:29:20
646,163,2269,2025-02-13 18:56:08
647,991,1551,2025-04-02 03:04:21
648,50,4285,2023-09-26 02:56:28
649,468,4836,2023-10-24 04:16:58
650,119,1720,2023-08-01 08:38:24
651,874,644,2023-03-25 07:22:25
652,656,4462,2025-03-25 21:10:48
653,677,4730,2022-12-13 22:02:55
654,163,4318,2024-04-29 05:33:40
655,375,2081,2024-05-12 16:27:01
656,110,3123,2022-08-18 15:50:13
657,259,4102,2024-05-29 08:57:24
658,15,2039,2023-10-30 14:25:42
659,120,3392,2025-06-11 11:32:19
660,655,4639,2023-06-06 22:04:18
661,946,912,2023-07-09 11:04:16
662,571,2523,2024-11-10 06:33:31
663,816,1969,2024-01-21 01:13:26
664,156,1499,2022-07-23 20:15:50
665,173,3629,2025-03-08 15:56:05
666,792,4436,2022-09-09 13:43:48
667,321,3967,2025-05-08 02:58:07
668,543,2079,2022-11-10 01:07:34
669,91,4446,2023-06-02 00:16:37
670,44,3577,2023-02-03 21:27:13
671,261,4402,2024-11-30 14:13:46
672,775,528,2022-12-21 17:47:22
673,901,2822,2023-04-03 10:21:16
674,719,353,2025-05-18 01:30:40
675,70,2625,2023-01-16 22:53:59
676,438,3856,2024-03-20 02:05:25
677,37,427,2024-06-09 01:08:29
678,813,1337,2024-12-28 08:30:18
679,768,3847,2024-09-22 19:27:10
680,214,901,2023-04-30 22:47:40
681,581,2213,2022-07-20 11:11:59
682,639,4316,2025-04-26 00:25:46
683,258,491,2024-03-08 12:30:57
684,1000,4964,2024-01-29 13:18:34
685,115,2457,2023-01-08 07:16:01
686,255,44,2025-05-23 08:59:12
687,196,3439,2024-06-11 03:58:47
688,560,4893,2023-12-15 02:22:53
689,632,173,2025-04-29 21:55:17
690,578,4570,2023-04-16 22:06:43
691,852,4177,2023-06-07 04:10:21
692,156,3634,2023-02-22 17:09:45
693,953,4509,2022-11-10 19:22:34
694,298,1826,2023-12-12 01:12:47
695,95,2254,2025-02-12 17:19:47
696,556,3273,2024-10-09 19:55:27
697,4,189,2025-03-16 10:06:04
698,19,4161,2023-02-05 00:26:51
699,349,3653,2022-09-30 04:24:51
700,28,1752,2025-05-08 22:26:05
701,914,1429,2024-02-15 15:39:52
702,599,280,2024-10-11 19:35:22
703,100,118,2024-08-05 01:09:20
704,26,4443,2024-11-10 02:01:36
