id_pagamento,id_usuario,valor,data_pagamento
121,906,19.9,2023-11-03
122,618,39.9,2023-05-04
123,958,39.9,2024-06-13
124,728,19.9,2024-08-04
125,917,39.9,2024-11-28
126,629,29.9,2023-07-01
127,354,19.9,2023-12-28
128,642,19.9,2023-12-15
129,451,39.9,2025-04-23
130,81,39.9,2022-10-10
131,23,19.9,2023-04-15
132,891,29.9,2023-10-20
133,550,19.9,2024-08-18
134,942,19.9,2024-07-12
135,122,39.9,2022-10-31
136,79,39.9,2023-07-24
137,872,29.9,2022-09-30
138,668,19.9,2025-03-04
139,966,29.9,2023-09-08
140,293,39.9,2025-05-22
141,416,19.9,2024-10-09
142,564,29.9,2022-11-17
143,552,39.9,2022-07-17
144,31,29.9,2024-11-28
145,863,19.9,2025-05-13
146,733,19.9,2023-08-04
147,632,19.9,2023-08-11
148,593,39.9,2024-03-10
149,745,19.9,2024-11-22
150,100,39.9,2024-03-14
151,423,39.9,2023-07-24
152,535,19.9,2024-07-31
153,217,39.9,2023-10-19
154,670,39.9,2023-09-19
155,350,29.9,2023-10-23
156,178,39.9,2023-03-28
157,930,19.9,2023-10-19
158,435,19.9,2024-01-02
159,506,29.9,2023-05-23
160,311,39.9,2022-08-03
161,529,39.9,2023-10-13
162,473,29.9,2022-08-29
163,326,19.9,2025-01-13
164,492,39.9,2023-03-12
165,737,19.9,2023-11-10
166,819,19.9,2023-11-19
167,984,19.9,2022-10-03
168,169,29.9,2023-08-05
169,498,19.9,2022-10-09
170,831,29.9,2022-11-04
171,239,39.9,2023-05-06
172,167,39.9,2023-07-08
173,978,39.9,2025-01-31
174,781,19.9,2023-10-28
175,47,19.9,2023-12-21
176,492,19.9,2024-07-03
177,709,39.9,2024-03-24
178,200,29.9,2022-10-10
179,916,19.9,2025-03-20
180,139,19.9,2024-02-21
181,805,29.9,2023-12-01
182,484,39.9,2023-06-09
183,747,39.9,2025-01-07
184,849,39.9,2023-06-14
185,204,29.9,2024-07-31
186,54,19.9,2024-08-17
187,900,29.9,2025-03-11
188,596,19.9,2023-07-13
189,908,19.9,2023-04-18
190,22,29.9,2023-06-11
191,618,39.9,2022-12-27
192,908,29.9,2025-06-11
193,22,29.9,2023-06-07
194,169,19.9,2022-12-03
195,508,19.9,2024-08-01
196,474,19.9,2022-09-07
197,621,19.9,2023-02-23
198,723,29.9,2023-02-08
199,18,29.9,2024-04-06
200,123,19.9,2023-12-01
201,889,19.9,2024-07-31
202,633,19.9,2023-03-14
203,779,39.9,2025-02-03
204,669,29.9,2024-05-16
205,816,39.9,2025-01-13
206,513,39.9,2023-12-28
207,8,39.9,2025-01-24
208,548,19.9,2024-01-27
209,623,19.9,2025-05-29
210,660,39.9,2023-02-07
211,283,39.9,2023-09-22
212,957,19.9,2024-04-05
213,82,29.9,2025-03-26
214,802,39.9,2025-04-15
215,863,39.9,2023-03-21
216,259,39.9,2023-01-03
217,998,29.9,2024-12-26
218,369,19.9,2024-10-01
219,791,19.9,2023-03-05
220,967,19.9,2023-11-18
221,15,19.9,2024-01-07
222,522,29.9,2025-04-21
223,534,29.9,2024-08-27
224,651,19.9,2023-11-06
225,103,39.9,2023-10-01
226,228,29.9,2023-06-01
227,548,29.9,2023-03-02
228,810,39.9,2023-03-10
229,786,39.9,2023-08-15
230,165,39.9,2022-08-23
231,409,39.9,2023-05-05
232,686,29.9,2022-12-18
233,847,39.9,2025-05-30
234,13,19.9,2024-09-14
235,569,39.9,2025-03-12
236,862,19.9,2023-10-15
237,628,39.9,2023-11-13
238,578,19.9,2024-01-05
239,903,19.9,2024-07-12
240,544,39.9,2022-07-13
241,382,19.9,2023-12-08
242,15,39.9,2023-06-12
243,603,19.9,2023-12-25
244,64,19.9,2023-01-11
245,428,39.9,2024-05-30
246,869,19.9,2024-11-30
247,254,29.9,2025-01-21
248,42,29.9,2023-05-13
249,527,19.9,2023-06-14
250,787,19.9,2023-09-18
251,955,19.9,2024-02-01
252,715,29.9,2024-01-31
253,38,39.9,2024-08-17
254,681,39.9,2025-03-13
255,35,19.9,2023-04-23
256,643,19.9,2024-01-28
257,487,19.9,2024-01-06
258,295,39.9,2024-11-22
259,684,29.9,2022-12-13
260,351,39.9,2022-10-23
261,527,39.9,2024-02-10
262,662,39.9,2024-04-12
263,347,39.9,2022-10-22
264,781,19.9,2022-12-01
265,766,29.9,2022-07-25
266,556,19.9,2023-03-07
267,274,29.9,2023-06-27
268,853,19.9,2023-02-12
269,99,19.9,2024-11-27
270,967,29.9,2023-01-31
271,626,29.9,2023-06-21
272,768,29.9,2022-09-30
273,327,39.9,2023-10-19
274,473,29.9,2023-08-08
275,145,19.9,2023-12-10
276,523,19.9,2023-04-18
277,141,19.9,2025-03-25
278,692,29.9,2023-04-06
279,956,29.9,2023-09-17
280,321,19.9,2023-12-14
281,391,39.9,2023-02-25
282,334,29.9,2022-10-21
283,767,29.9,2024-02-17
284,269,29.9,2024-09-28
285,676,39.9,2025-03-22
286,896,29.9,2023-08-03
287,411,19.9,2023-02-16
288,244,39.9,2025-01-27
289,755,29.9,2025-06-01
290,149,19.9,2024-03-26
291,446,29.9,2024-03-03
292,503,19.9,2022-11-26
293,786,19.9,2022-07-31
294,9,29.9,2025-04-29
295,103,39.9,2024-08-29
296,432,19.9,2023-01-10
297,279,19.9,2025-04-22
298,233,19.9,2024-03-11
299,846,19.9,2025-06-06
300,177,39.9,2025-05-18
301,549,39.9,2025-01-04
302,125,19.9,2022-07-17
303,81,19.9,2023-09-21
304,235,29.9,2024-12-02
305,61,39.9,2025-04-25
306,992,29.9,2025-03-21
307,534,29.9,2025-04-25
308,210,29.9,2023-11-04
309,356,39.9,2024-10-12
310,347,19.9,2023-06-18
311,821,19.9,2023-06-07
312,58,29.9,2023-05-12
313,184,39.9,2024-03-20
314,535,19.9,2023-03-22
315,180,39.9,2023-05-27
316,755,39.9,2023-06-14
317,764,19.9,2024-07-30
318,55,39.9,2024-03-24
319,7,19.9,2023-04-04
320,621,29.9,2023-05-12
321,592,29.9,2023-12-12
322,206,29.9,2024-08-31
323,324,19.9,2025-02-24
324,282,39.9,2024-12-04
325,971,19.9,2024-08-05
326,871,39.9,2022-11-11
327,748,29.9,2024-05-02
328,850,19.9,2024-02-02
329,462,39.9,2025-06-02
330,250,19.9,2024-01-14
331,697,29.9,2022-12-05
332,969,29.9,2024-04-18
333,124,29.9,2023-09-10
334,658,39.9,2023-06-11
335,237,39.9,2025-04-13
336,847,39.9,2022-11-05
337,239,39.9,2025-02-24
338,24,19.9,2025-03-20
339,122,39.9,2022-06-15
340,918,29.9,2022-08-06
341,969,39.9,2023-03-13
342,449,19.9,2023-12-28
343,306,29.9,2022-08-18
344,628,39.9,2024-01-13
345,787,29.9,2023-08-30
346,433,39.9,2022-11-29
347,981,19.9,2023-12-19
348,430,29.9,2024-11-03
349,884,39.9,2022-11-08
350,807,39.9,2025-04-01
351,325,19.9,2024-05-05
352,212,39.9,2022-12-23
353,746,19.9,2025-02-13
354,187,39.9,2022-11-24
355,472,29.9,2022-12-28
356,863,19.9,2024-10-07
357,13,19.9,2022-12-09
358,223,19.9,2024-01-22
359,386,39.9,2024-12-14
360,100,19.9,2024-08-01
361,201,39.9,2022-06-30
362,194,19.9,2023-03-06
363,112,29.9,2023-11-03
364,307,19.9,2024-05-24
365,778,29.9,2022-10-10
366,343,19.9,2022-09-12
367,692,39.9,2024-11-18
368,695,19.9,2024-12-11
369,627,19.9,2023-08-03
370,71,29.9,2023-04-03
371,681,39.9,2023-10-24
372,447,39.9,2023-12-06
373,561,39.9,2023-02-03
374,885,19.9,2022-11-28
375,651,29.9,2023-12-09
376,204,29.9,2022-08-23
377,553,19.9,2022-06-16
378,324,39.9,2023-07-11
379,476,29.9,2023-11-16
380,383,19.9,2025-02-20
381,426,39.9,2023-05-05
382,744,29.9,2025-03-21
383,105,29.9,2025-02-19
384,542,39.9,2025-04-19
385,827,19.9,2023-11-11
386,696,19.9,2024-04-02
387,786,39.9,2022-07-07
388,808,29.9,2023-12-15
389,277,29.9,2024-04-18
390,104,19.9,2023-12-24
391,449,19.9,2025-03-17
392,194,19.9,2024-08-25
393,573,19.9,2023-08-09
394,703,39.9,2023-01-10
395,520,19.9,2025-03-21
396,199,29.9,2024-09-10
397,97,29.9,2023-09-27
398,351,29.9,2023-11-03
399,128,19.9,2022-08-20
400,689,29.9,2025-03-22
401,252,39.9,2024-02-07
402,902,39.9,2022-09-12
403,755,19.9,2024-04-11
404,525,19.9,2023-03-15
405,844,39.9,2024-12-27
406,925,39.9,2022-08-27
407,235,19.9,2023-07-21
408,187,39.9,2024-11-11
409,22,39.9,2022-12-01
410,808,29.9,2024-11-05
411,480,39.9,2023-06-10
412,163,39.9,2025-01-29
413,253,39.9,2025-02-12
414,474,19.9,2023-10-16
415,51,19.9,2024-05-14
416,797,19.9,2023-05-30
417,159,29.9,2023-06-15
418,793,29.9,2024-01-22
419,442,19.9,2023-02-24
420,71,39.9,2024-05-20
421,580,19.9,2025-02-13
422,435,39.9,2022-12-09
423,838,39.9,2022-11-06
424,865,19.9,2024-08-25
425,742,19.9,2024-04-06
426,400,39.9,2023-01-26
427,234,39.9,2025-05-25
428,416,19.9,2025-02-04
429,991,29.9,2023-06-14
430,306,39.9,2023-12-14
431,20,19.9,2025-05-21
432,112,39.9,2023-12-06
433,116,39.9,2023-09-11
434,793,39.9,2022-07-15
435,393,19.9,2023-07-17
436,853,39.9,2022-08-15
437,789,19.9,2024-05-06
438,262,19.9,2023-07-07
439,501,29.9,2023-01-26
440,498,39.9,2023-08-15
441,346,19.9,2025-06-07
442,612,39.9,2024-02-15
443,432,19.9,2022-11-13
444,181,29.9,2025-01-09
445,535,19.9,2022-09-14
446,19,19.9,2024-08-21
447,678,29.9,2024-02-27
448,978,19.9,2023-05-12
449,315,19.9,2023-05-27
450,117,19.9,2023-04-01
451,500,29.9,2023-07-17
452,92,29.9,2023-09-18
453,988,19.9,2024-04-26
454,902,19.9,2022-12-24
455,108,19.9,2024-06-15
456,715,29.9,2025-05-10
457,222,29.9,2024-03-06
458,139,39.9,2024-04-03
459,657,39.9,2022-08-17
460,207,19.9,2024-03-24
461,436,29.9,2022-07-26
462,515,19.9,2024-07-23
463,21,29.9,2022-11-12
464,380,29.9,2023-05-12
465,105,19.9,2023-08-18
466,445,39.9,2022-09-17
467,460,19.9,2024-08-05
468,947,39.9,2022-10-13
469,886,19.9,2023-03-27
470,239,39.9,2022-09-30
471,565,39.9,2025-05-14
472,245,19.9,2024-09-04
473,224,19.9,2023-03-25
474,777,39.9,2024-06-08
475,511,29.9,2025-01-04
476,32,19.9,2024-03-15
477,118,29.9,2024-08-03
478,926,39.9,2022-12-19
479,994,39.9,2023-01-11
480,845,29.9,2024-09-22
481,197,39.9,2023-01-06
482,112,39.9,2024-06-25
483,862,29.9,2025-03-31
484,262,39.9,2024-11-04
485,752,29.9,2022-10-02
486,501,39.9,2023-06-07
487,867,39.9,2025-04-25
488,496,19.9,2024-12-20
489,495,39.9,2023-08-14
490,75,39.9,2022-09-21
491,307,29.9,2022-08-20
492,201,39.9,2023-09-24
493,576,29.9,2022-11-03
494,750,19.9,2023-11-13
495,626,29.9,2024-07-19
496,106,19.9,2022-10-17
497,192,39.9,2025-03-05
498,610,39.9,2023-08-07
499,570,29.9,2023-08-05
500,576,29.9,2023-10-11
501,417,39.9,2024-12-10
502,102,29.9,2023-10-09
503,809,19.9,2024-02-23
504,813,19.9,2023-08-10
505,795,29.9,2023-01-30
506,706,29.9,2022-09-10
507,499,39.9,2025-03-17
508,898,19.9,2024-03-09
509,9,29.9,2023-07-11
510,123,39.9,2022-10-21
511,484,29.9,2023-01-17
512,199,29.9,2025-05-08
513,392,39.9,2024-03-12
514,666,39.9,2023-12-22
515,490,29.9,2025-05-28
516,510,29.9,2025-03-29
517,934,39.9,2023-05-12
518,926,39.9,2023-09-09
519,420,19.9,2023-10-10
520,56,29.9,2023-05-13
521,971,29.9,2024-12-07
522,713,39.9,2025-02-02
523,179,39.9,2023-01-29
524,701,39.9,2023-01-30
525,236,39.9,2024-07-03
526,526,29.9,2022-08-11
527,870,19.9,2023-02-06
528,759,29.9,2024-06-20
529,668,29.9,2023-04-15
530,497,29.9,2024-01-02
531,801,29.9,2022-07-04
532,486,19.9,2025-05-17
533,290,29.9,2023-12-13
534,407,19.9,2025-04-22
535,410,19.9,2022-12-08
536,991,39.9,2025-01-20
537,924,19.9,2024-11-28
538,45,29.9,2023-11-17
539,831,29.9,2022-09-07
540,239,29.9,2023-11-05
541,39,39.9,2023-10-14
542,646,39.9,2023-10-04
543,726,29.9,2024-09-27
544,275,29.9,2023-01-25
545,470,29.9,2023-11-13
546,900,19.9,2022-10-02
547,563,39.9,2023-10-09
548,154,29.9,2024-12-30
549,570,19.9,2023-04-11
550,798,29.9,2023-09-25
551,181,19.9,2024-11-16
552,679,29.9,2023-01-05
553,920,39.9,2024-09-30
554,383,29.9,2022-09-08
555,3,39.9,2023-03-03
556,875,19.9,2025-01-10
557,299,19.9,2023-10-23
558,159,29.9,2023-05-02
559,640,19.9,2022-09-07
560,201,39.9,2025-04-30
561,691,39.9,2022-12-27
562,726,19.9,2025-05-30
563,244,19.9,2024-08-05
564,591,39.9,2024-07-25
565,981,39.9,2024-06-11
566,872,19.9,2024-07-26
567,701,39.9,2024-03-02
568,812,39.9,2025-03-29
569,162,29.9,2023-09-29
570,157,19.9,2023-01-16
571,837,19.9,2024-10-23
572,65,39.9,2024-09-11
573,191,29.9,2022-11-24
574,905,29.9,2024-01-22
575,5,39.9,2025-03-08
576,97,19.9,2023-03-08
577,633,19.9,2024-08-15
578,769,19.9,2024-06-17
579,354,39.9,2023-03-20
580,677,39.9,2024-02-29
581,700,39.9,2024-11-17
582,334,39.9,2023-04-15
583,319,19.9,2025-01-24
584,222,39.9,2024-06-17
585,90,29.9,2023-12-20
586,815,39.9,2025-01-21
587,648,39.9,2023-08-15
588,178,39.9,2025-02-28
589,184,39.9,2023-11-26
590,819,39.9,2023-01-03
591,296,19.9,2025-06-10
592,557,29.9,2024-02-08
593,357,39.9,2025-04-25
594,639,29.9,2024-11-18
595,856,39.9,2023-06-23
596,221,29.9,2024-06-17
597,45,19.9,2022-06-30
598,276,39.9,2022-10-29
599,713,29.9,2023-11-20
600,959,19.9,2023-02-01
601,920,19.9,2024-07-10
602,976,29.9,2025-03-17
603,658,39.9,2024-10-04
604,633,29.9,2024-02-07
605,283,19.9,2024-02-21
606,119,29.9,2024-02-10
607,979,19.9,2024-12-14
608,464,29.9,2022-11-26
609,922,29.9,2022-07-30
610,3,39.9,2024-01-28
611,50,39.9,2025-03-07
612,799,29.9,2023-07-11
613,909,19.9,2024-07-18
614,797,29.9,2024-09-09
615,808,29.9,2022-07-10
616,297,29.9,2023-02-09
617,281,39.9,2024-05-12
618,822,39.9,2023-04-21
619,622,39.9,2023-12-04
620,941,29.9,2023-01-04
621,457,39.9,2025-01-24
622,125,29.9,2023-12-27
623,146,19.9,2022-07-09
624,70,19.9,2025-05-11
625,737,19.9,2022-12-25
626,817,29.9,2023-01-02
627,399,19.9,2022-07-13
628,290,29.9,2022-06-23
629,264,39.9,2022-07-11
630,878,19.9,2025-02-28
631,62,29.9,2023-07-18
632,944,39.9,2022-09-15
633,749,29.9,2024-12-20
634,550,29.9,2022-09-05
635,523,29.9,2023-11-28
636,193,19.9,2022-09-05
637,692,29.9,2024-02-28
638,927,39.9,2022-10-11
639,396,29.9,2022-06-28
640,570,39.9,2024-09-14
641,400,19.9,2023-02-09
642,137,29.9,2025-04-20
643,225,29.9,2024-10-07
644,269,39.9,2024-01-18
645,808,19.9,2022-07-15
646,862,19.9,2025-01-12
647,344,39.9,2023-05-30
648,14,39.9,2024-06-01
649,195,29.9,2022-12-21
650,600,39.9,2023-05-16
651,348,39.9,2022-09-25
652,936,29.9,2023-04-08
653,380,29.9,2023-11-30
654,485,29.9,2023-10-05
655,869,19.9,2024-01-11
656,114,39.9,2024-11-23
657,732,29.9,2023-07-03
658,666,39.9,2023-12-18
659,46,39.9,2023-02-11
660,218,19.9,2024-05-28
661,370,29.9,2024-10-17
662,490,29.9,2023-11-02
663,901,39.9,2023-07-04
664,80,19.9,2024-05-27
665,21,19.9,2024-07-30
666,672,19.9,2023-04-06
667,962,39.9,2022-10-22
668,91,19.9,2023-06-12
669,322,39.9,2024-10-30
670,348,39.9,2024-02-01
671,724,29.9,2024-06-28
672,244,19.9,2024-03-30
673,396,29.9,2024-05-18
674,640,19.9,2022-08-22
675,675,39.9,2022-11-17
676,567,29.9,2024-09-26
677,207,29.9,2023-04-11
678,64,29.9,2025-05-24
679,933,29.9,2024-09-24
680,938,29.9,2025-03-10
681,787,39.9,2023-04-06
682,32,29.9,2024-07-17
683,34,39.9,2024-05-07
684,495,19.9,2025-01-05
685,236,19.9,2024-09-16
686,61,19.9,2023-05-04
687,312,39.9,2023-08-22
688,344,29.9,2024-06-12
689,496,29.9,2025-01-16
690,172,29.9,2024-11-11
691,47,29.9,2023-05-02
692,58,29.9,2023-01-25
693,669,29.9,2024-08-11
694,288,39.9,2024-04-21
695,419,39.9,2023-02-01
696,912,19.9,2024-06-17
697,819,19.9,2023-10-23
698,983,19.9,2023-08-20
699,523,19.9,2022-10-11
700,959,39.9,2024-11-02
701,922,29.9,2025-06-09
702,769,29.9,2024-02-19
703,636,29.9,2024-06-24
704,278,29.9,2023-04-19
705,693,39.9,2023-06-24
706,306,39.9,2022-07-30
707,813,19.9,2022-08-16
708,579,29.9,2024-05-21
709,246,29.9,2025-04-04
710,751,39.9,2024-12-23
711,209,39.9,2023-05-28
712,139,29.9,2024-03-23
713,828,19.9,2024-03-15
714,277,39.9,2022-11-25
715,395,19.9,2022-08-23
716,14,19.9,2024-11-25
717,449,19.9,2022-12-09
718,286,39.9,2023-11-04
719,466,29.9,2023-11-30
720,157,39.9,2024-03-01
721,468,19.9,2023-10-03
722,970,29.9,2023-07-14
723,90,29.9,2022-10-19
724,905,19.9,2022-12-31
725,376,19.9,2024-01-31
726,200,19.9,2023-03-31
727,583,29.9,2024-03-04
728,813,19.9,2024-03-26
729,618,39.9,2023-10-18
730,607,39.9,2024-02-12
731,206,29.9,2023-11-05
732,537,39.9,2023-03-28
733,268,29.9,2022-11-11
734,866,29.9,2024-07-15
735,207,29.9,2024-01-13
736,613,29.9,2025-06-12
737,354,29.9,2023-03-02
738,767,19.9,2025-04-18
739,592,29.9,2023-06-10
740,445,39.9,2024-12-24
741,432,39.9,2023-12-11
742,243,19.9,2022-07-29
743,3,19.9,2023-10-15
744,934,39.9,2023-01-27
745,606,19.9,2023-08-14
746,429,29.9,2024-08-22
747,183,19.9,2024-05-23
748,828,39.9,2025-06-08
749,862,39.9,2025-01-26
750,533,29.9,2024-11-22
751,767,39.9,2025-01-12
752,607,19.9,2023-10-31
753,152,39.9,2025-01-09
754,118,29.9,2022-12-26
755,3,39.9,2023-03-19
756,199,39.9,2023-10-09
757,12,39.9,2024-06-04
758,827,19.9,2024-04-11
759,509,19.9,2024-07-27
760,337,39.9,2022-11-23
761,627,29.9,2024-03-01
762,851,39.9,2024-08-11
763,131,29.9,2025-03-08
764,505,29.9,2024-10-08
765,826,19.9,2023-08-13
766,630,19.9,2023-11-08
767,319,39.9,2023-02-06
768,515,39.9,2024-01-25
769,353,39.9,2022-06-30
770,446,19.9,2023-03-05
771,386,29.9,2024-03-18
772,20,39.9,2024-04-06
773,841,39.9,2023-02-01
774,849,19.9,2024-08-10
775,950,39.9,2025-01-17
776,503,39.9,2022-08-01
777,99,19.9,2023-11-05
778,370,39.9,2024-02-18
779,346,39.9,2022-10-29
780,251,29.9,2024-02-02
781,128,29.9,2024-02-16
782,353,29.9,2024-12-01
783,67,39.9,2024-07-09
784,557,39.9,2023-10-05
785,18,19.9,2023-05-03
786,21,19.9,2024-02-25
787,508,19.9,2022-09-19
788,238,39.9,2024-03-06
789,767,29.9,2024-08-28
790,538,19.9,2023-11-14
791,314,39.9,2025-03-12
792,144,19.9,2023-07-26
793,655,19.9,2023-11-10
794,973,29.9,2024-05-09
795,703,29.9,2024-01-11
796,350,29.9,2023-10-24
797,137,19.9,2024-12-28
798,996,19.9,2023-05-04
799,42,39.9,2024-02-16
800,198,29.9,2024-05-22
801,584,29.9,2022-08-18
802,261,39.9,2024-08-26
803,685,19.9,2023-08-15
804,293,19.9,2024-09-15
805,413,19.9,2023-01-19
806,228,29.9,2023-08-08
807,199,39.9,2024-03-13
808,904,29.9,2025-05-30
809,656,19.9,2024-06-06
810,102,29.9,2023-12-23
811,56,19.9,2023-06-29
812,793,39.9,2025-02-10
813,420,19.9,2023-07-25
814,733,29.9,2023-12-15
815,133,19.9,2022-10-04
816,324,29.9,2023-01-26
817,233,19.9,2024-06-13
818,647,19.9,2023-08-03
819,877,39.9,2022-08-29
820,15,19.9,2023-02-11
821,95,29.9,2023-08-17
822,897,29.9,2024-10-24
823,998,39.9,2023-03-22
824,473,19.9,2022-09-16
825,598,19.9,2024-08-21
826,408,19.9,2022-12-24
827,139,39.9,2022-11-26
828,412,19.9,2024-08-28
829,350,29.9,2025-04-21
830,486,29.9,2023-01-28
831,841,29.9,2023-10-17
832,174,39.9,2022-12-31
833,937,39.9,2024-03-04
834,404,39.9,2023-06-29
835,120,19.9,2022-11-09
836,782,39.9,2023-05-12
837,569,29.9,2025-06-10
838,960,39.9,2024-08-21
839,119,39.9,2024-09-01
840,463,29.9,2022-09-21
841,950,19.9,2024-12-06
842,960,29.9,2022-12-27
843,340,19.9,2024-05-29
844,946,19.9,2024-08-25
845,329,19.9,2024-09-09
846,824,39.9,2024-09-22
847,79,39.9,2023-09-02
848,996,39.9,2024-12-28
849,108,29.9,2023-03-07
850,313,39.9,2024-01-19
851,77,39.9,2023-06-27
852,104,19.9,2022-08-10
853,217,19.9,2025-03-29
854,469,29.9,2025-01-02
855,154,39.9,2024-07-16
856,353,19.9,2023-07-15
857,176,29.9,2023-06-29
858,789,39.9,2024-10-24
859,886,19.9,2024-07-14
860,246,29.9,2022-09-27
861,620,39.9,2024-10-20
862,883,29.9,2023-03-01
863,588,39.9,2024-04-05
864,990,39.9,2023-12-13
865,24,29.9,2023-08-24
866,179,29.9,2023-10-18
867,59,39.9,2023-02-20
868,231,29.9,2022-06-15
869,318,39.9,2025-01-27
870,509,39.9,2024-07-02
871,562,19.9,2024-06-15
872,821,29.9,2023-07-25
873,705,39.9,2023-03-19
874,792,39.9,2024-06-08
875,867,19.9,2025-03-17
876,561,19.9,2023-03-04
877,378,19.9,2023-04-19
878,22,39.9,2022-11-18
879,300,29.9,2022-11-13
880,10,29.9,2024-07-18
881,599,39.9,2025-01-11
882,14,39.9,2023-12-16
883,401,29.9,2024-02-29
884,141,39.9,2023-07-04
885,374,19.9,2024-10-04
886,552,29.9,2023-02-23
887,983,29.9,2022-09-22
888,386,19.9,2025-03-31
889,456,19.9,2022-09-04
890,552,29.9,2024-08-12
891,273,39.9,2025-06-10
892,885,29.9,2025-03-23
893,984,39.9,2023-04-17
894,694,29.9,2023-05-28
895,744,39.9,2022-12-17
896,948,19.9,2024-06-13
897,392,39.9,2024-05-06
898,608,29.9,2022-11-09
899,657,29.9,2023-04-06
900,707,19.9,2024-04-30
901,785,19.9,2023-11-05
902,817,19.9,2022-09-10
903,573,19.9,2024-05-09
904,338,19.9,2023-05-28
905,405,19.9,2024-03-05
906,508,19.9,2024-02-11
907,816,19.9,2022-07-02
908,733,29.9,2023-01-16
909,321,39.9,2023-02-04
910,752,29.9,2023-06-09
911,117,39.9,2023-05-21
912,756,39.9,2023-07-06
913,453,39.9,2025-05-14
914,503,29.9,2024-10-06
915,308,29.9,2024-06-24
916,825,29.9,2023-04-05
917,36,39.9,2024-05-01
918,88,19.9,2024-03-03
919,388,19.9,2024-09-28
920,434,29.9,2023-03-09
921,590,19.9,2024-09-08
922,707,29.9,2025-02-25
923,465,39.9,2025-06-09
924,733,39.9,2022-08-21
925,313,19.9,2025-04-02
926,919,29.9,2023-06-11
927,637,19.9,2024-09-20
928,187,29.9,2024-10-03
929,87,29.9,2024-01-16
930,684,29.9,2024-11-02
