id_evento,id_usuario,acao,data_hora
89,340,like,2022-08-14 19:19:07
90,142,login,2024-04-18 15:28:24
91,8,login,2025-05-14 05:30:48
92,484,dislike,2023-08-02 11:37:37
93,734,login,2024-06-04 09:17:12
94,347,dislike,2022-11-05 01:35:33
95,633,dislike,2024-10-10 02:43:38
96,501,pause,2022-06-16 16:14:41
97,70,play,2024-07-31 13:48:33
98,108,like,2024-02-04 10:48:52
99,559,pause,2024-07-02 05:01:20
100,870,pause,2025-03-02 00:26:37
101,170,dislike,2022-06-14 21:51:08
102,370,login,2024-05-06 14:17:32
103,155,dislike,2025-04-18 20:41:55
104,965,login,2024-03-03 22:15:02
105,630,play,2022-10-01 01:08:58
106,708,login,2024-02-02 01:27:42
107,426,login,2024-06-14 19:54:27
108,646,dislike,2023-03-01 14:48:52
109,739,pause,2023-01-07 18:12:57
110,756,dislike,2023-10-09 02:04:40
111,345,logout,2025-04-16 07:12:01
112,634,login,2024-02-06 16:47:44
113,460,play,2022-07-14 13:52:17
114,172,pause,2022-08-28 10:20:08
115,714,login,2024-08-17 17:57:17
116,904,pause,2024-08-24 17:13:11
117,864,dislike,2025-01-09 05:49:28
118,69,logout,2023-01-14 10:44:28
119,415,login,2025-01-27 03:23:37
120,652,login,2023-12-17 11:11:20
121,141,logout,2025-02-24 08:42:53
122,924,play,2025-05-09 17:53:23
123,617,like,2023-11-29 17:53:36
124,344,logout,2023-09-10 23:37:07
125,329,pause,2023-09-26 19:09:47
126,800,pause,2022-06-16 15:49:25
127,424,pause,2024-01-28 14:42:26
128,662,logout,2024-04-19 22:45:11
129,592,logout,2023-05-09 23:54:33
130,947,login,2023-05-14 21:21:16
131,104,pause,2024-02-03 12:26:13
132,56,dislike,2024-02-11 04:48:03
133,298,login,2022-10-19 02:30:16
134,46,login,2024-03-26 03:40:43
135,292,login,2024-10-26 15:50:20
136,982,play,2023-03-22 00:04:52
137,693,login,2024-09-10 17:44:26
138,535,play,2022-11-25 19:14:36
139,520,login,2024-12-22 02:40:23
140,866,login,2022-09-19 21:05:38
141,27,login,2024-03-16 22:03:25
142,329,login,2023-03-30 07:55:39
143,523,dislike,2023-12-01 10:06:19
144,647,dislike,2024-10-12 17:31:30
145,835,login,2023-11-23 09:14:01
146,393,login,2023-12-18 09:13:43
147,410,play,2024-10-22 05:56:49
148,943,pause,2022-08-31 04:33:18
149,507,play,2025-04-25 19:19:30
150,24,play,2025-03-25 10:45:21
151,658,dislike,2023-03-07 18:47:46
152,313,play,2024-07-15 23:53:41
153,63,login,2023-02-10 19:06:00
154,689,play,2024-03-07 15:59:28
155,346,play,2023-10-19 17:29:14
156,547,dislike,2023-03-03 12:31:43
157,31,login,2023-10-25 15:15:47
158,710,logout,2024-07-14 03:28:10
159,514,play,2024-07-09 16:38:01
160,612,logout,2023-01-29 00:37:54
161,969,play,2024-07-19 13:19:55
162,567,logout,2023-10-16 18:04:54
163,455,login,2024-04-17 14:21:25
164,720,login,2023-04-24 20:03:19
165,254,like,2024-10-19 03:46:12
166,8,logout,2022-11-10 15:03:15
167,110,like,2025-02-25 19:49:27
168,87,like,2023-12-12 20:44:30
169,219,play,2023-08-03 12:47:44
170,525,login,2022-08-22 10:15:40
171,142,login,2022-07-05 00:10:24
172,148,dislike,2024-08-12 09:33:16
173,283,play,2024-03-25 20:35:13
174,511,pause,2023-02-15 01:57:07
175,937,logout,2025-01-16 07:21:05
176,22,play,2023-08-23 11:40:58
177,12,play,2022-08-23 04:01:03
178,846,logout,2022-09-12 23:05:18
179,926,play,2024-02-17 15:58:50
180,91,like,2024-03-19 16:18:52
181,608,play,2024-03-03 08:25:35
182,699,logout,2023-10-23 00:07:12
183,313,logout,2025-02-13 06:41:07
184,181,dislike,2022-06-14 13:16:57
185,739,logout,2023-07-23 06:26:27
186,478,login,2023-12-17 11:34:45
187,621,play,2023-04-25 08:39:50
188,43,dislike,2022-07-11 10:13:50
189,346,like,2022-11-03 02:17:33
190,851,dislike,2025-02-19 18:32:29
191,877,logout,2024-02-17 05:51:29
192,937,like,2024-08-19 12:46:27
193,108,like,2023-10-17 04:43:56
194,641,dislike,2023-04-17 04:30:44
195,597,like,2025-05-02 16:48:18
196,689,play,2024-08-09 01:50:24
197,678,play,2024-12-07 21:06:34
198,781,pause,2024-04-02 16:06:06
199,593,like,2024-01-21 18:56:26
200,345,play,2024-03-09 06:30:22
201,169,logout,2022-12-19 06:23:21
202,290,dislike,2024-11-12 09:18:24
203,96,logout,2024-08-25 21:34:54
204,499,dislike,2024-06-26 22:03:07
205,334,login,2024-06-02 15:38:01
206,742,logout,2025-06-12 07:31:43
207,961,like,2022-08-18 02:48:16
208,704,pause,2024-08-04 17:48:39
209,400,dislike,2023-02-08 08:17:44
210,93,logout,2024-06-25 19:30:19
211,55,login,2025-01-17 13:26:27
212,802,dislike,2025-01-01 08:22:14
213,969,like,2024-08-07 07:01:43
214,330,login,2024-05-13 02:41:05
215,681,dislike,2023-09-05 15:07:38
216,346,dislike,2024-12-11 02:48:12
217,78,dislike,2022-10-08 04:32:14
218,489,logout,2024-06-05 04:53:37
219,147,play,2024-07-14 17:07:05
220,638,dislike,2024-01-04 22:13:53
221,49,pause,2025-04-01 11:07:35
222,731,like,2023-05-06 05:26:19
223,667,login,2022-08-10 05:42:34
224,624,dislike,2023-07-14 01:29:56
225,960,like,2022-09-04 14:23:22
226,470,play,2022-06-21 08:59:58
227,295,play,2022-12-13 09:53:38
228,152,like,2022-09-18 07:04:06
229,633,play,2025-02-21 17:35:52
230,121,login,2023-06-27 06:39:03
231,823,pause,2022-07-13 10:44:54
232,295,logout,2024-10-03 17:37:50
233,61,logout,2024-09-14 03:21:23
234,836,pause,2022-11-16 23:58:53
235,746,dislike,2023-03-04 15:14:25
236,336,login,2023-01-05 15:11:37
237,903,like,2025-03-18 03:27:11
238,548,login,2022-07-16 22:13:11
239,861,like,2023-10-25 01:38:33
240,362,dislike,2022-11-09 05:02:50
241,379,like,2023-06-06 09:27:59
242,351,play,2023-05-10 05:46:55
243,517,dislike,2022-11-28 19:21:21
244,359,dislike,2024-09-22 21:53:42
245,627,dislike,2024-03-03 10:36:41
246,816,dislike,2024-06-26 09:41:43
247,300,pause,2024-01-08 21:27:19
248,700,like,2024-11-26 08:03:38
249,721,play,2024-08-04 06:40:37
250,833,pause,2022-08-13 09:37:01
251,513,login,2024-11-01 20:59:39
252,959,logout,2025-03-15 07:48:31
253,109,dislike,2022-11-18 22:30:05
254,580,login,2024-01-27 05:25:02
255,835,pause,2022-12-17 22:19:01
256,526,like,2024-02-05 19:55:36
257,184,logout,2023-07-31 10:44:33
258,339,dislike,2024-10-06 05:48:08
259,658,dislike,2025-01-13 12:05:24
260,765,play,2023-02-02 20:20:49
261,137,pause,2022-10-27 18:37:43
262,902,pause,2022-08-07 18:39:01
263,908,logout,2025-02-15 23:00:27
264,518,play,2023-07-10 19:41:15
265,979,play,2023-11-08 23:57:33
266,331,logout,2022-10-30 19:00:05
267,769,play,2024-03-10 08:35:52
268,454,pause,2023-04-23 21:47:33
269,2,login,2022-07-28 23:45:56
270,937,like,2024-01-11 23:08:41
271,152,login,2024-09-26 23:32:07
272,3,pause,2024-05-19 19:08:09
273,679,logout,2023-08-02 02:19:29
274,80,like,2024-08-09 02:51:19
275,388,logout,2023-04-08 17:11:25
276,773,logout,2023-12-19 19:48:21
277,644,like,2023-10-07 07:07:34
278,727,like,2025-05-25 01:49:26
279,14,pause,2023-11-23 09:36:58
280,317,dislike,2024-04-19 11:46:58
281,993,dislike,2022-07-04 14:27:23
282,935,pause,2024-03-28 05:51:46
283,614,pause,2024-04-20 03:35:15
284,999,login,2022-08-10 19:56:51
285,361,like,2022-09-16 23:19:16
286,860,logout,2022-12-01 21:35:49
287,314,play,2025-05-16 12:02:03
288,44,like,2024-03-24 03:45:59
289,648,login,2023-07-19 14:45:39
290,744,pause,2025-03-29 22:21:35
291,352,dislike,2023-10-31 19:45:20
292,931,pause,2024-08-30 05:58:41
293,51,play,2023-12-05 05:22:30
294,121,like,2023-02-02 14:41:06
295,985,logout,2025-04-18 15:44:53
296,448,like,2023-05-09 14:09:01
297,396,pause,2024-11-12 00:29:15
298,838,like,2022-08-05 12:48:52
299,192,login,2023-03-07 13:22:35
300,663,like,2024-08-04 20:06:53
301,866,pause,2023-12-17 09:41:14
302,87,login,2022-11-21 05:09:04
303,816,login,2023-08-05 05:57:54
304,157,dislike,2022-11-11 21:41:22
305,824,login,2025-03-30 12:40:13
306,167,logout,2022-09-05 16:42:24
307,376,like,2023-03-22 11:18:34
308,341,play,2023-12-29 14:59:50
309,743,like,2023-03-09 05:09:18
310,614,like,2025-04-19 15:56:29
311,657,dislike,2025-06-05 22:06:32
312,579,play,2022-11-28 02:21:51
313,178,play,2024-05-24 10:36:39
314,349,pause,2022-11-20 10:36:07
315,139,play,2023-12-05 21:36:44
316,233,logout,2024-07-17 09:31:25
317,233,login,2024-07-08 20:39:18
318,993,dislike,2022-10-20 22:02:29
319,679,login,2022-10-20 08:31:03
320,546,play,2025-04-11 00:32:48
321,28,like,2022-11-23 08:44:14
322,652,pause,2025-06-11 17:00:42
323,1000,login,2022-08-26 16:32:11
324,15,like,2023-02-24 06:35:15
325,226,play,2024-09-13 00:44:08
326,22,play,2023-11-06 19:46:38
327,428,play,2024-01-05 03:02:52
328,78,dislike,2023-11-08 17:33:24
329,143,pause,2024-07-01 18:27:20
330,318,play,2022-09-21 08:48:21
331,334,dislike,2024-11-18 04:46:28
332,903,like,2025-06-05 04:23:44
333,891,play,2023-10-20 21:32:11
334,554,login,2025-01-04 21:37:01
335,262,like,2024-07-14 21:43:40
336,687,play,2025-03-26 02:35:35
337,194,play,2024-10-25 18:32:32
338,419,dislike,2023-03-22 00:26:04
339,848,dislike,2023-04-26 08:04:52
340,437,logout,2024-07-04 05:12:26
341,81,play,2023-06-12 19:30:36
342,781,dislike,2024-12-12 07:16:24
343,746,login,2024-12-04 01:52:24
344,673,dislike,2023-08-27 06:17:15
345,428,like,2023-09-22 01:03:08
346,502,like,2024-10-08 06:44:18
347,232,play,2024-07-10 19:20:24
348,690,like,2022-08-22 23:41:12
349,942,dislike,2023-02-17 22:29:08
350,502,pause,2024-07-20 20:29:23
351,859,pause,2022-12-25 23:48:07
352,939,pause,2024-07-15 18:41:25
353,144,like,2023-01-17 19:58:58
354,798,login,2023-11-14 04:44:11
355,9,login,2023-01-17 15:32:59
356,639,login,2023-01-23 05:20:39
357,546,logout,2023-06-18 03:39:07
358,834,dislike,2025-05-04 02:58:45
359,360,dislike,2024-09-14 02:32:02
360,572,pause,2024-08-29 05:32:14
361,342,logout,2024-05-13 00:14:22
362,742,login,2022-06-28 08:49:40
363,586,login,2025-06-06 08:14:02
364,511,play,2023-07-28 17:02:15
365,325,login,2024-03-27 01:53:13
366,687,play,2025-01-27 23:09:26
367,885,dislike,2024-07-30 18:44:59
368,205,play,2025-03-17 23:31:43
369,941,play,2024-01-17 16:38:31
370,178,dislike,2025-05-11 06:32:09
371,595,play,2023-06-29 07:14:04
372,122,dislike,2022-08-11 19:06:23
373,363,pause,2024-07-24 06:39:27
374,947,pause,2023-07-04 12:34:25
375,33,dislike,2023-07-21 18:36:39
376,31,dislike,2023-12-09 23:07:38
377,323,login,2024-09-28 04:02:32
378,592,pause,2023-04-05 14:11:59
379,261,logout,2022-07-20 00:34:30
380,933,like,2025-03-12 02:43:10
381,437,pause,2025-06-05 06:14:02
382,814,play,2023-11-07 03:22:41
383,31,like,2023-08-09 09:52:21
384,390,pause,2023-01-12 23:24:10
385,899,dislike,2023-09-30 10:57:23
386,293,dislike,2024-06-27 22:46:20
387,643,pause,2025-05-07 23:32:20
388,571,like,2023-11-27 01:04:10
389,11,play,2022-11-08 12:17:19
390,208,play,2025-06-11 07:55:02
391,695,logout,2023-01-29 20:33:06
392,120,login,2023-02-07 07:22:59
393,787,like,2022-11-02 14:14:26
394,611,pause,2024-04-26 20:57:05
395,193,pause,2024-07-29 01:30:40
396,256,play,2022-07-11 16:03:30
397,491,play,2023-09-30 21:10:24
398,957,play,2024-04-25 18:38:43
399,11,logout,2024-03-15 16:50:57
400,914,pause,2023-11-19 08:38:17
401,259,pause,2024-12-19 20:57:03
402,76,pause,2022-08-17 02:24:48
403,980,dislike,2024-03-28 03:37:30
404,262,login,2024-01-10 08:30:14
405,93,logout,2024-11-16 00:50:09
406,525,logout,2023-01-15 05:49:29
407,374,logout,2023-11-18 01:07:19
408,892,login,2025-03-14 02:00:05
409,129,dislike,2023-12-01 05:29:13
410,721,dislike,2025-06-08 00:42:04
411,424,logout,2024-04-16 20:47:20
412,801,pause,2023-02-28 02:35:50
413,857,like,2023-01-24 23:25:19
414,952,play,2024-12-27 15:24:46
415,796,dislike,2023-10-11 20:45:04
416,401,pause,2022-09-11 15:26:01
417,456,login,2024-11-03 00:54:59
418,637,login,2024-09-29 14:35:43
419,418,login,2023-08-06 18:00:53
420,355,logout,2024-09-04 23:52:39
421,533,like,2024-06-30 07:54:25
422,155,dislike,2023-12-17 13:27:41
423,708,play,2024-06-02 19:08:43
424,510,play,2024-07-24 05:49:37
425,404,dislike,2023-01-22 00:50:13
426,572,login,2024-09-28 00:23:05
427,770,pause,2024-10-04 19:02:59
428,588,like,2024-10-26 11:38:59
429,147,like,2023-03-11 01:49:04
430,789,login,2024-02-26 13:44:16
431,528,logout,2022-09-13 11:02:37
432,267,logout,2023-01-23 15:46:50
433,341,play,2023-11-28 11:42:53
434,541,login,2022-11-26 05:49:47
435,111,pause,2025-01-29 14:34:58
436,432,dislike,2024-06-11 10:17:47
437,835,logout,2022-08-01 16:11:08
438,976,pause,2022-06-27 21:08:05
439,224,play,2024-04-09 14:22:03
440,787,like,2023-10-25 14:20:24
441,718,logout,2024-02-15 22:00:11
442,30,dislike,2023-09-25 08:38:06
443,564,dislike,2023-08-13 06:12:31
444,815,play,2022-10-04 16:22:23
445,761,play,2022-11-23 23:24:51
446,307,dislike,2024-07-22 00:32:36
447,270,login,2022-06-23 02:07:25
448,663,login,2023-06-11 22:02:25
449,493,logout,2024-04-18 10:10:55
450,321,login,2023-04-13 21:32:12
451,681,login,2022-11-20 18:20:48
452,116,pause,2024-03-16 06:26:30
453,476,logout,2023-12-24 21:44:16
454,167,like,2024-02-21 07:47:49
455,543,play,2023-07-09 08:46:31
456,4,pause,2024-06-19 09:02:33
457,74,login,2024-06-11 12:32:25
458,508,play,2023-04-09 17:58:37
459,407,login,2024-04-04 03:37:33
460,925,logout,2023-01-17 09:18:00
461,931,dislike,2024-01-15 21:30:42
462,16,logout,2023-03-11 03:37:55
463,5,pause,2025-03-25 07:06:51
464,676,pause,2024-08-23 10:46:22
465,250,login,2025-04-20 09:37:55
466,398,logout,2023-08-29 09:56:38
467,446,logout,2024-05-25 14:10:24
468,425,like,2023-02-19 05:54:21
469,934,dislike,2024-03-08 04:45:36
470,246,dislike,2023-08-30 20:41:10
471,930,play,2025-04-19 21:34:46
472,24,play,2025-04-01 11:31:35
473,340,login,2024-05-17 19:01:31
474,389,play,2024-08-08 04:35:03
475,205,logout,2025-05-31 13:18:58
476,329,play,2024-06-16 01:54:41
477,788,login,2024-02-11 19:34:12
478,977,pause,2022-08-25 01:15:25
479,462,play,2023-03-06 16:14:47
480,233,pause,2025-06-01 20:51:39
481,190,login,2024-04-11 10:01:47
482,436,logout,2023-01-17 08:57:56
483,198,play,2024-05-23 07:00:56
484,105,pause,2023-08-28 18:37:11
485,896,like,2023-10-02 20:49:24
486,510,logout,2023-08-05 15:40:21
487,343,pause,2022-10-10 06:25:27
488,678,play,2025-01-14 17:15:58
489,552,login,2024-11-18 22:13:57
490,769,login,2022-06-24 04:37:18
491,386,play,2024-10-23 09:42:59
492,68,pause,2025-03-20 20:51:06
493,638,dislike,2025-03-20 21:36:55
494,782,dislike,2024-10-09 18:25:43
495,952,play,2022-08-08 10:19:03
496,367,like,2023-04-26 15:23:09
497,567,like,2024-04-26 18:53:07
498,829,login,2022-08-11 13:15:29
499,799,play,2023-05-12 16:08:21
500,473,login,2023-04-30 13:56:06
501,264,login,2024-06-11 14:21:46
502,20,dislike,2023-10-29 18:58:44
503,277,like,2023-09-15 04:42:31
504,502,dislike,2024-06-29 15:03:43
505,505,dislike,2022-08-28 07:38:11
506,995,like,2025-01-20 21:56:21
507,260,pause,2023-10-06 18:40:50
508,535,logout,2023-07-14 15:43:41
509,987,like,2022-10-29 04:43:48
510,77,pause,2023-11-17 19:40:02
511,478,play,2023-02-25 02:26:56
512,47,dislike,2023-11-08 21:11:18
513,481,logout,2024-12-02 11:21:51
514,589,dislike,2023-08-11 07:02:54
515,282,logout,2023-11-13 22:53:39
516,748,logout,2022-08-18 17:27:05
517,698,play,2023-12-09 18:27:55
518,352,logout,2023-04-22 15:04:40
519,116,dislike,2023-08-27 06:14:59
520,560,dislike,2024-06-14 09:54:27
521,691,like,2024-03-07 01:25:13
522,440,play,2023-04-18 21:41:40
523,605,login,2022-08-08 18:42:29
524,528,pause,2024-04-27 17:01:24
525,188,dislike,2023-02-24 14:46:25
526,923,like,2023-04-13 19:08:50
527,146,like,2022-08-31 06:14:54
528,795,dislike,2023-10-20 06:03:39
529,417,logout,2024-10-15 03:27:03
530,421,like,2023-06-08 01:14:53
531,155,pause,2023-03-04 13:57:30
532,234,play,2024-05-30 01:49:08
533,992,login,2025-05-25 20:13:28
534,22,pause,2022-10-29 19:15:46
535,439,pause,2022-12-14 00:04:15
536,425,like,2024-06-23 19:58:17
537,417,login,2024-12-09 15:33:55
538,167,play,2024-11-19 10:31:46
539,488,logout,2024-02-25 14:49:47
540,152,dislike,2023-01-08 10:36:56
541,470,play,2023-06-12 21:46:56
542,920,login,2023-03-08 01:42:44
543,887,dislike,2024-06-20 16:03:57
544,38,login,2022-10-22 04:10:51
545,26,logout,2023-01-24 15:19:02
546,725,like,2025-02-15 01:23:43
547,6,logout,2024-08-10 00:59:20
548,720,pause,2024-10-15 01:29:02
549,1,login,2022-12-02 07:05:15
550,522,play,2024-05-15 18:22:57
551,586,play,2022-11-19 00:45:46
552,573,like,2023-03-01 11:44:14
553,647,logout,2024-06-16 06:19:33
554,243,dislike,2024-05-29 14:00:47
555,813,login,2025-05-06 17:31:12
556,849,like,2023-02-21 20:58:05
557,336,play,2022-12-08 19:24:06
558,547,login,2022-11-08 15:58:43
559,715,like,2023-03-02 16:01:09
560,825,login,2023-12-18 13:29:16
561,642,login,2024-02-14 14:25:39
562,908,like,2024-11-02 11:17:46
563,829,play,2024-08-24 03:34:52
564,940,dislike,2024-02-19 23:48:18
565,894,login,2024-08-31 09:08:05
566,454,login,2023-11-19 05:02:48
567,59,logout,2022-09-13 21:55:40
568,859,pause,2023-02-10 17:12:41
569,93,like,2023-03-12 17:29:50
570,543,dislike,2022-06-23 21:33:05
571,785,play,2022-07-03 01:20:00
572,351,pause,2024-04-23 16:15:23
573,236,logout,2024-04-18 03:58:52
574,794,play,2024-01-20 17:58:52
575,605,pause,2025-01-03 08:32:15
576,659,login,2024-08-17 22:01:06
577,386,play,2024-09-15 02:39:56
578,766,play,2023-08-12 20:22:05
579,104,like,2024-02-24 04:38:39
580,725,login,2023-05-15 09:56:15
581,14,pause,2024-05-07 16:02:19
582,179,pause,2025-05-08 19:47:34
583,716,logout,2023-03-27 22:51:07
584,353,login,2025-01-13 15:00:32
585,125,play,2023-08-08 11:48:38
586,995,dislike,2022-12-27 20:43:56
587,629,pause,2023-04-06 20:12:27
588,144,like,2023-02-20 19:44:18
589,348,dislike,2023-02-27 17:37:21
590,691,play,2023-09-23 22:17:49
591,51,dislike,2023-11-04 03:59:42
592,319,like,2024-05-28 19:17:58
593,150,pause,2024-02-20 20:05:12
594,570,like,2023-05-04 19:16:07
595,650,dislike,2024-05-15 22:33:18
596,142,like,2023-04-24 17:05:33
597,420,pause,2023-10-02 00:54:28
598,508,pause,2022-10-23 05:21:31
599,156,dislike,2024-04-10 02:25:07
600,781,pause,2025-05-09 13:31:19
601,797,play,2025-04-24 16:42:51
602,323,dislike,2022-09-20 22:06:53
603,240,pause,2024-05-22 01:07:15
604,981,like,2023-10-06 07:52:04
605,268,like,2024-02-15 14:51:03
606,4,logout,2024-04-09 17:18:30
607,525,pause,2024-05-10 10:01:10
608,960,login,2023-06-21 17:59:21
609,530,login,2024-12-04 13:28:04
610,606,login,2024-08-19 17:46:26
611,308,play,2023-09-06 10:21:12
612,208,login,2023-12-04 15:36:03
613,634,play,2024-09-21 20:37:09
614,437,pause,2024-03-26 20:17:50
615,616,login,2023-03-25 00:23:37
616,951,pause,2022-10-15 12:41:35
617,164,dislike,2024-01-01 22:46:04
618,671,like,2025-06-13 09:48:20
619,692,like,2022-10-29 12:32:43
620,504,login,2022-07-08 20:07:30
621,447,pause,2023-11-15 02:55:39
622,770,pause,2023-02-14 08:43:43
623,506,play,2024-09-04 15:07:45
624,570,logout,2022-12-28 23:51:18
625,459,pause,2023-10-17 06:43:51
626,80,pause,2023-03-25 04:11:47
627,883,login,2024-09-18 21:04:32
628,149,like,2024-09-29 14:39:11
629,792,play,2022-09-16 00:07:12
630,982,pause,2025-01-30 20:34:39
631,16,logout,2023-11-19 00:59:29
632,857,logout,2023-12-15 20:26:13
633,530,login,2023-02-24 12:44:36
634,43,logout,2023-01-06 06:02:20
635,208,play,2024-07-23 19:02:38
636,438,like,2023-05-14 00:30:50
637,537,pause,2023-02-09 12:49:08
638,206,login,2025-06-11 01:16:01
639,965,dislike,2023-06-29 05:31:53
640,428,login,2025-04-25 02:12:17
641,387,play,2024-06-19 04:47:48
642,318,play,2023-04-29 08:21:22
643,710,dislike,2023-12-17 00:19:03
644,465,pause,2024-03-25 03:30:13
645,493,like,2024-10-14 07:40:47
646,548,play,2023-09-22 13:10:04
647,934,play,2023-02-08 07:46:29
648,874,pause,2023-11-20 22:21:02
649,899,dislike,2023-11-16 00:48:13
650,916,dislike,2023-02-13 15:04:54
651,688,login,2023-09-10 07:48:12
652,865,play,2024-04-22 02:17:53
653,447,logout,2024-07-28 00:46:57
654,221,pause,2023-10-28 06:53:46
655,645,like,2024-09-24 15:36:08
656,900,dislike,2025-02-28 00:21:28
657,190,pause,2022-08-10 09:22:12
658,313,dislike,2025-03-08 12:22:30
659,710,like,2022-09-12 03:59:43
660,305,play,2024-06-06 21:42:41
661,490,login,2024-08-20 02:22:58
662,273,play,2024-04-20 12:08:25
663,59,login,2025-01-18 06:13:53
664,650,pause,2024-12-30 17:41:58
665,93,dislike,2024-12-16 15:36:24
666,347,logout,2024-06-19 21:11:49
667,318,play,2022-09-30 22:53:53
668,541,logout,2024-02-28 19:00:10
669,812,login,2024-06-04 03:32:39
670,845,dislike,2024-10-05 07:36:12
671,14,pause,2024-11-26 21:59:58
672,122,logout,2023-08-05 22:26:12
673,4,logout,2024-12-24 16:51:34
674,435,play,2022-10-10 15:09:05
675,746,play,2023-03-26 22:48:43
676,939,dislike,2024-09-12 06:28:06
677,586,dislike,2025-02-05 13:16:20
678,999,dislike,2022-08-05 02:01:12
679,998,like,2023-03-27 00:15:15
680,629,login,2024-07-30 07:12:02
681,436,dislike,2024-07-23 13:15:25
682,832,login,2022-09-19 08:47:33
683,875,logout,2024-12-23 01:34:13
684,64,dislike,2024-02-18 20:52:40
685,354,login,2023-10-30 02:43:41
686,225,play,2023-05-04 11:51:52
687,145,pause,2023-08-06 14:57:56
688,754,dislike,2023-05-23 07:12:51
689,71,play,2023-11-18 07:11:26
690,289,play,2023-07-03 21:45:50
691,69,dislike,2024-12-19 08:38:40
692,37,dislike,2022-08-15 12:18:00
693,604,pause,2024-11-23 19:04:57
694,746,dislike,2023-05-14 07:21:02
695,55,pause,2024-08-14 00:33:18
696,817,pause,2023-09-29 01:14:38
697,739,login,2024-01-30 16:38:37
698,625,logout,2023-06-23 15:20:08
699,205,play,2023-05-08 16:54:53
700,17,login,2025-01-14 23:11:10
701,667,login,2025-03-08 18:15:49
702,680,play,2023-09-13 11:47:29
703,382,login,2023-01-12 18:22:38
704,344,like,2024-12-10 15:48:38
705,942,pause,2023-08-20 14:42:30
706,266,play,2024-08-27 16:05:41
707,538,pause,2023-06-09 09:38:57
708,943,play,2023-03-17 14:31:54
709,341,pause,2023-01-19 14:40:12
710,966,pause,2024-11-10 04:43:32
